#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1595927	1552071	97.24	5863	0.37	1524	0.10	3326	0.21	33143	2.08
Ecoli	1595927	1595895	100.00	0	0.00	0	0.00	2	0.00	30	0.00
PhiX	1595927	1595927	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1595927	1595911	100.00	0	0.00	0	0.00	1	0.00	15	0.00
Vectors	1595927	1585375	99.34	4	0.00	2	0.00	316	0.02	10230	0.64
Bacteria_24k	1595927	1548693	97.05	3869	0.24	16311	1.02	2449	0.15	24605	1.54
Protists_1k	1595927	1540018	96.49	4299	0.27	6355	0.40	4132	0.26	41123	2.58
Viruses	1595927	1574133	98.64	63	0.00	27	0.00	1852	0.12	19852	1.24
Fungi_RefSeq_release	1595927	1558024	97.63	1833	0.11	303	0.02	3978	0.25	31789	1.99
Coral	1595927	1572794	98.56	122	0.01	45	0.00	2631	0.16	20335	1.27
Bird	1595927	1566996	98.18	744	0.05	111	0.01	4097	0.26	23979	1.50
Plant	1595927	1571417	98.46	153	0.01	24	0.00	2373	0.15	21960	1.38

%Hit_no_genomes: 94.43
