#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2047367	1989055	97.15	10493	0.51	2447	0.12	3440	0.17	41932	2.05
Ecoli	2047367	2047208	99.99	0	0.00	0	0.00	18	0.00	141	0.01
PhiX	2047367	2047367	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2047367	2047250	99.99	0	0.00	0	0.00	2	0.00	115	0.01
Vectors	2047367	2033085	99.30	2	0.00	0	0.00	171	0.01	14109	0.69
Bacteria_24k	2047367	2011011	98.23	1254	0.06	5418	0.26	1982	0.10	27702	1.35
Protists_1k	2047367	1985687	96.98	4648	0.23	7074	0.35	2049	0.10	47909	2.34
Viruses	2047367	2018711	98.61	59	0.00	25	0.00	1688	0.08	26884	1.31
Fungi_RefSeq_release	2047367	2004276	97.89	817	0.04	159	0.01	3923	0.19	38192	1.87
Coral	2047367	2017084	98.53	79	0.00	25	0.00	2331	0.11	27848	1.36
Bird	2047367	2011730	98.26	469	0.02	122	0.01	3440	0.17	31606	1.54
Plant	2047367	2015443	98.44	166	0.01	50	0.00	2284	0.11	29424	1.44

%Hit_no_genomes: 95.86
