#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4775703	4337442	90.83	20425	0.43	5477	0.11	21717	0.45	390642	8.18
Ecoli	4775703	4770650	99.89	0	0.00	0	0.00	384	0.01	4669	0.10
PhiX	4775703	4775703	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4775703	4775337	99.99	0	0.00	0	0.00	5	0.00	361	0.01
Vectors	4775703	4609211	96.52	11	0.00	9	0.00	1551	0.03	164921	3.45
Bacteria_24k	4775703	4372153	91.55	14161	0.30	93672	1.96	14038	0.29	281679	5.90
Protists_1k	4775703	4259419	89.19	23348	0.49	43537	0.91	13192	0.28	436207	9.13
Viruses	4775703	4470963	93.61	294	0.01	147	0.00	12711	0.27	291588	6.11
Fungi_RefSeq_release	4775703	4371127	91.52	3973	0.08	728	0.02	26624	0.56	373251	7.82
Coral	4775703	4474417	93.69	405	0.01	186	0.00	19508	0.41	281187	5.89
Bird	4775703	4433213	92.83	2034	0.04	1985	0.04	21941	0.46	316530	6.63
Plant	4775703	4436785	92.89	1201	0.03	345	0.01	19488	0.41	317884	6.66

%Hit_no_genomes: 85.97
