#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3792838	3675763	96.91	3720	0.10	746	0.02	7687	0.20	104922	2.77
Ecoli	3792838	3792809	100.00	0	0.00	0	0.00	14	0.00	15	0.00
PhiX	3792838	3792838	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3792838	3792756	100.00	0	0.00	0	0.00	6	0.00	76	0.00
Vectors	3792838	3771103	99.43	5	0.00	1	0.00	408	0.01	21321	0.56
Bacteria_24k	3792838	3709874	97.81	6089	0.16	7100	0.19	5951	0.16	63824	1.68
Protists_1k	3792838	3632926	95.78	10890	0.29	19470	0.51	5942	0.16	123610	3.26
Viruses	3792838	3728279	98.30	105	0.00	40	0.00	8935	0.24	55479	1.46
Fungi_RefSeq_release	3792838	3686272	97.19	2260	0.06	768	0.02	9029	0.24	94509	2.49
Coral	3792838	3734048	98.45	121	0.00	55	0.00	4886	0.13	53728	1.42
Bird	3792838	3706808	97.73	2397	0.06	316	0.01	15081	0.40	68236	1.80
Plant	3792838	3726533	98.25	281	0.01	77	0.00	7276	0.19	58671	1.55

%Hit_no_genomes: 95.05
