#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4446338	4307852	96.88	7485	0.17	1856	0.04	8787	0.20	120358	2.71
Ecoli	4446338	4444466	99.96	0	0.00	0	0.00	185	0.00	1687	0.04
PhiX	4446338	4446338	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4446338	4445916	99.99	0	0.00	0	0.00	51	0.00	371	0.01
Vectors	4446338	4397593	98.91	0	0.00	0	0.00	541	0.01	48204	1.08
Bacteria_24k	4446338	4312275	96.99	5096	0.11	37894	0.85	4901	0.11	86172	1.94
Protists_1k	4446338	4273146	96.11	11335	0.25	18479	0.42	4530	0.10	138848	3.12
Viruses	4446338	4355332	97.96	163	0.00	107	0.00	4459	0.10	86277	1.94
Fungi_RefSeq_release	4446338	4317213	97.09	2101	0.05	361	0.01	10149	0.23	116514	2.62
Coral	4446338	4353451	97.91	273	0.01	88	0.00	6943	0.16	85583	1.92
Bird	4446338	4338895	97.58	1114	0.03	451	0.01	8528	0.19	97350	2.19
Plant	4446338	4345835	97.74	418	0.01	134	0.00	6463	0.15	93488	2.10

%Hit_no_genomes: 94.73
