#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	818831	796220	97.24	682	0.08	127	0.02	1624	0.20	20178	2.46
Ecoli	818831	818825	100.00	0	0.00	0	0.00	5	0.00	1	0.00
PhiX	818831	818831	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	818831	818814	100.00	0	0.00	0	0.00	2	0.00	15	0.00
Vectors	818831	815225	99.56	2	0.00	0	0.00	57	0.01	3547	0.43
Bacteria_24k	818831	806199	98.45	206	0.03	265	0.03	1109	0.14	11052	1.35
Protists_1k	818831	788026	96.24	2242	0.27	4062	0.50	732	0.09	23769	2.90
Viruses	818831	807050	98.57	25	0.00	9	0.00	1672	0.20	10075	1.23
Fungi_RefSeq_release	818831	797758	97.43	469	0.06	153	0.02	1920	0.23	18531	2.26
Coral	818831	807395	98.61	29	0.00	4	0.00	1150	0.14	10253	1.25
Bird	818831	802250	97.98	432	0.05	73	0.01	2642	0.32	13434	1.64
Plant	818831	805893	98.42	60	0.01	18	0.00	1542	0.19	11318	1.38

%Hit_no_genomes: 95.85
