#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2755137	2681548	97.33	2483	0.09	500	0.02	5177	0.19	65429	2.37
Ecoli	2755137	2755117	100.00	0	0.00	0	0.00	11	0.00	9	0.00
PhiX	2755137	2755137	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2755137	2755108	100.00	0	0.00	0	0.00	0	0.00	29	0.00
Vectors	2755137	2741405	99.50	4	0.00	1	0.00	226	0.01	13501	0.49
Bacteria_24k	2755137	2703946	98.15	3443	0.12	4126	0.15	3698	0.13	39924	1.45
Protists_1k	2755137	2653655	96.32	7199	0.26	13026	0.47	3810	0.14	77447	2.81
Viruses	2755137	2714741	98.54	82	0.00	27	0.00	4953	0.18	35334	1.28
Fungi_RefSeq_release	2755137	2687251	97.53	1394	0.05	510	0.02	6040	0.22	59942	2.18
Coral	2755137	2717287	98.63	98	0.00	35	0.00	3199	0.12	34518	1.25
Bird	2755137	2700603	98.02	1569	0.06	261	0.01	8911	0.32	43793	1.59
Plant	2755137	2712058	98.43	196	0.01	58	0.00	4587	0.17	38238	1.39

%Hit_no_genomes: 95.69
