#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7418009	7302138	98.45	4447	0.06	1066	0.01	11471	0.15	98887	1.33
Ecoli	7418009	7418002	100.00	0	0.00	0	0.00	3	0.00	4	0.00
PhiX	7418009	7418009	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7418009	7417995	100.00	0	0.00	0	0.00	3	0.00	11	0.00
Vectors	7418009	7403125	99.80	4	0.00	2	0.00	490	0.01	14388	0.19
Bacteria_24k	7418009	7351890	99.11	2356	0.03	2257	0.03	5753	0.08	55753	0.75
Protists_1k	7418009	7251290	97.75	14622	0.20	26849	0.36	5380	0.07	119868	1.62
Viruses	7418009	7361111	99.23	125	0.00	46	0.00	5779	0.08	50948	0.69
Fungi_RefSeq_release	7418009	7309594	98.54	2661	0.04	823	0.01	11836	0.16	93095	1.25
Coral	7418009	7353460	99.12	432	0.01	176	0.00	7863	0.11	56078	0.76
Bird	7418009	7332167	98.85	2348	0.03	323	0.00	12933	0.17	70238	0.95
Plant	7418009	7350236	99.08	539	0.01	135	0.00	7966	0.11	59133	0.80

%Hit_no_genomes: 97.44
