Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
GotPopAL11_CKDL230018273-1A_H5YMHDSX7_L3_fastp	13.895299999999999	0.928224	278685127.0	0.417131	97.33168759534384	8.45136243058217
GotPopAL12_CKDL230018273-1A_H5YMHDSX7_L3_fastp	17.5871	0.933123	1296723356.0	0.412586	97.73362767933365	9.759345390925917
GotPopAL13_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.864	0.929341	2727937205.0	0.418852	97.52980779621134	4.789638062216257
GotPopAL14_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.1784	0.931128	1539919764.0	0.417231	97.33641709267494	8.435620834151212
GotPopAL15_CKDL230018273-1A_H5YMHDSX7_L3_fastp	14.766099999999998	0.931677	973175659.0	0.412683	97.22464591817561	12.434091785535553
GotPopAL16_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.4719	0.930925	2128183159.0	0.415876	97.46752034701011	5.333902892818396
GotPopAL17_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.3195	0.928949	2751122737.0	0.418091	97.51443746427954	4.381887699908571
GotPopAL18_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.8861	0.931319	812880339.0	0.415669	97.35389669167141	3.802619408904937
GotPopAL19_CKDL230018273-1A_H5YMHDSX7_L3_fastp	20.999599999999997	0.928501	27151945571.0	0.414885	97.59465555384391	1.8161213230732844
GotPopAL1_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.738	0.929802	1746881196.0	0.417277	97.27664934797802	8.210259540105113
GotPopAL20_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.1149	0.928493	1311590028.0	0.419988	97.28875324794697	7.159481596857005
GotPopAL21_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.609	0.92636	1753637788.0	0.416082	97.47889376968982	7.610850690191598
GotPopAL22_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.7589	0.930031	1895670580.0	0.414121	97.57628734679854	7.510988228004092
GotPopAL23_CKDL230018273-1A_H5YMHDSX7_L3_fastp	14.5169	0.924685	1586482936.0	0.413889	97.35936154263885	8.552097678586929
GotPopAL24_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.1266	0.93056	1533093432.0	0.41621	97.58472595757041	8.069143733139306
GotPopAL25_CKDL230018273-1A_H5YMHDSX7_L3_fastp	13.9966	0.927935	200649577.0	0.410466	97.48039662853252	19.555136239526643
GotPopAL27_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.654499999999999	0.931474	1040133495.0	0.413471	97.12887241540173	10.846810978478661
GotPopAL28_CKDL230018273-1A_H5YMHDSX7_L3_fastp	17.6799	0.931503	2820637516.0	0.413645	97.49884687681495	4.247880976057349
GotPopAL29_CKDL230018273-1A_H5YMHDSX7_L3_fastp	13.852500000000001	0.928815	91352279.0	0.411289	97.3936978524529	8.814404908679071
GotPopAL30_CKDL230018273-1A_H5YMHDSX7_L3_fastp	17.455499999999997	0.9341	483108225.0	0.413147	97.75073170987115	20.27454173233294
GotPopAL31_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.747500000000002	0.932234	1186123266.0	0.415913	97.62958515418994	9.948763261819577
GotPopAL34_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.476899999999999	0.929718	2446251596.0	0.41617	97.3869155749701	4.787817766714638
GotPopAL36_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.951	0.929872	1435798318.0	0.417276	97.16785027724664	6.390798221678135
GotPopAL38_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.3475	0.930997	1490254348.0	0.416333	97.49637334019738	8.54004455623225
GotPopAL39_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.2414	0.930787	2869452402.0	0.418209	97.47324200034777	5.792505725268505
GotPopAL3_CKDL230018273-1A_H5YMHDSX7_L3_fastp	3.17503	0.910818	21451859.0	0.415937	96.89325544344132	5.165837879592526
GotPopAL40_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.2476	0.928975	3028178070.0	0.414193	97.45384210749863	3.5928437970134453
GotPopAL41_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.3492	0.931024	2144545720.0	0.414762	97.45537105218393	4.503715042203766
GotPopAL42_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.7391	0.930469	1228878435.0	0.414427	97.61018574867789	6.197891552966984
GotPopAL43_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.3242	0.931647	1304623988.0	0.415443	97.67285225944845	6.259993389027987
GotPopAL44_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.4421	0.934496	504255780.0	0.413762	97.60552122629005	19.962526247132697
GotPopAL45_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.6797	0.931253	2693517867.0	0.417239	97.48389263491092	4.142369822838348
GotPopAL46_CKDL230018273-1A_H5YMHDSX7_L3_fastp	15.343699999999998	0.92833	494883267.0	0.414947	97.45463451821591	8.979526488754916
GotPopAL49_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.029799999999998	0.931253	527822072.0	0.414505	97.64413166478693	11.058776061972697
GotPopAL4_CKDL230018273-1A_H5YMHDSX7_L3_fastp	16.5133	0.930165	3221940812.0	0.416336	97.41676942097845	4.705226695351033
GotPopAL50_CKDL230018273-1A_H5YMHDSX7_L3_fastp	13.0022	0.91731	350290642.0	0.415204	97.28034994961978	9.422130403563584
