#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	868764	857864	98.75	615	0.07	179	0.02	1433	0.16	8673	1.00
Ecoli	868764	868764	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	868764	868764	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	868764	868717	99.99	0	0.00	0	0.00	1	0.00	46	0.01
Vectors	868764	867141	99.82	3	0.00	0	0.00	284	0.03	1336	0.15
Bacteria_24k	868764	862634	99.29	337	0.04	261	0.03	778	0.09	4754	0.55
Protists_1k	868764	853367	98.23	1901	0.22	2182	0.25	852	0.10	10462	1.20
Viruses	868764	863807	99.44	14	0.00	6	0.00	813	0.09	4124	0.47
Fungi_RefSeq_release	868764	858393	98.81	389	0.04	73	0.01	1569	0.18	8340	0.96
Coral	868764	861953	99.22	119	0.01	50	0.01	1160	0.13	5482	0.63
Bird	868764	860403	99.03	310	0.04	36	0.00	1530	0.18	6485	0.75
Plant	868764	862348	99.27	86	0.01	12	0.00	1065	0.12	5253	0.60

%Hit_no_genomes: 97.80
