#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1958796	1942845	99.19	1798	0.09	431	0.02	2303	0.12	11419	0.58
Ecoli	1958796	1958666	99.99	0	0.00	0	0.00	14	0.00	116	0.01
PhiX	1958796	1958796	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1958796	1958639	99.99	0	0.00	0	0.00	3	0.00	154	0.01
Vectors	1958796	1956961	99.91	3	0.00	3	0.00	405	0.02	1424	0.07
Bacteria_24k	1958796	1908850	97.45	6264	0.32	29220	1.49	1360	0.07	13102	0.67
Protists_1k	1958796	1927300	98.39	3834	0.20	3732	0.19	5576	0.28	18354	0.94
Viruses	1958796	1952599	99.68	25	0.00	25	0.00	1150	0.06	4997	0.26
Fungi_RefSeq_release	1958796	1944191	99.26	804	0.04	229	0.01	2817	0.14	10755	0.55
Coral	1958796	1950925	99.60	129	0.01	57	0.00	1742	0.09	5943	0.30
Bird	1958796	1947927	99.45	545	0.03	43	0.00	2602	0.13	7679	0.39
Plant	1958796	1950886	99.60	151	0.01	20	0.00	1640	0.08	6099	0.31

%Hit_no_genomes: 96.29
