#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	537731	531703	98.88	898	0.17	187	0.03	781	0.15	4162	0.77
Ecoli	537731	537729	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	537731	537731	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	537731	537693	100.00	0	0.00	0	0.00	15	0.00	23	0.00
Vectors	537731	536959	99.86	0	0.00	0	0.00	168	0.03	604	0.11
Bacteria_24k	537731	533236	99.16	270	0.05	1642	0.31	459	0.09	2124	0.39
Protists_1k	537731	529444	98.46	1181	0.22	1233	0.23	639	0.12	5234	0.97
Viruses	537731	535711	99.63	12	0.00	7	0.00	369	0.07	1632	0.30
Fungi_RefSeq_release	537731	532761	99.08	255	0.05	62	0.01	876	0.16	3777	0.70
Coral	537731	534905	99.48	47	0.01	18	0.00	584	0.11	2177	0.40
Bird	537731	533914	99.29	155	0.03	10	0.00	870	0.16	2782	0.52
Plant	537731	534865	99.47	51	0.01	10	0.00	578	0.11	2227	0.41

%Hit_no_genomes: 97.68
