#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	759557	748919	98.60	543	0.07	142	0.02	1273	0.17	8680	1.14
Ecoli	759557	759555	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	759557	759557	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	759557	759517	99.99	0	0.00	0	0.00	1	0.00	39	0.01
Vectors	759557	758167	99.82	1	0.00	1	0.00	226	0.03	1162	0.15
Bacteria_24k	759557	753960	99.27	183	0.02	173	0.02	740	0.10	4501	0.59
Protists_1k	759557	744899	98.07	1683	0.22	1936	0.25	739	0.10	10300	1.36
Viruses	759557	754510	99.34	11	0.00	4	0.00	871	0.11	4161	0.55
Fungi_RefSeq_release	759557	749710	98.70	364	0.05	87	0.01	1423	0.19	7973	1.05
Coral	759557	753495	99.20	91	0.01	43	0.01	1009	0.13	4919	0.65
Bird	759557	751739	98.98	270	0.04	36	0.00	1709	0.22	5803	0.76
Plant	759557	753721	99.23	56	0.01	11	0.00	984	0.13	4785	0.63

%Hit_no_genomes: 97.66
