#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1865622	1837856	98.51	1632	0.09	354	0.02	4678	0.25	21102	1.13
Ecoli	1865622	1865609	100.00	0	0.00	0	0.00	2	0.00	11	0.00
PhiX	1865622	1865622	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1865622	1865538	100.00	0	0.00	0	0.00	3	0.00	81	0.00
Vectors	1865622	1861494	99.77	2	0.00	2	0.00	854	0.05	3270	0.18
Bacteria_24k	1865622	1847077	99.00	1214	0.07	3891	0.21	2499	0.13	10941	0.59
Protists_1k	1865622	1821820	97.65	6258	0.34	6620	0.35	3370	0.18	27554	1.48
Viruses	1865622	1855815	99.48	41	0.00	6	0.00	1877	0.10	7883	0.42
Fungi_RefSeq_release	1865622	1838486	98.56	1206	0.06	229	0.01	4901	0.26	20800	1.11
Coral	1865622	1849562	99.14	212	0.01	56	0.00	3739	0.20	12053	0.65
Bird	1865622	1844392	98.87	715	0.04	79	0.00	4510	0.24	15926	0.85
Plant	1865622	1849497	99.13	281	0.02	46	0.00	3389	0.18	12409	0.67

%Hit_no_genomes: 96.96
