#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	848550	837624	98.71	523	0.06	147	0.02	1364	0.16	8892	1.05
Ecoli	848550	848550	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	848550	848550	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	848550	848474	99.99	0	0.00	0	0.00	1	0.00	75	0.01
Vectors	848550	847076	99.82	1	0.00	0	0.00	228	0.03	1245	0.15
Bacteria_24k	848550	842665	99.30	251	0.03	213	0.03	744	0.09	4677	0.55
Protists_1k	848550	833120	98.18	1746	0.21	2203	0.26	766	0.09	10715	1.26
Viruses	848550	843383	99.40	16	0.00	3	0.00	872	0.10	4276	0.50
Fungi_RefSeq_release	848550	838425	98.80	406	0.05	95	0.01	1506	0.18	8118	0.96
Coral	848550	842393	99.27	112	0.01	51	0.01	1070	0.13	4924	0.58
Bird	848550	840613	99.07	311	0.04	25	0.00	1886	0.22	5715	0.67
Plant	848550	842591	99.29	77	0.01	17	0.00	976	0.12	4889	0.58

%Hit_no_genomes: 97.78
