Sequence_Name	Extraction_ID
GotPopWAS268	PopWA-S-268-1A-lcwgs-1-3
GotPopWCL157	PopWC-L-157-1B-lcwgs-1-3
GotPopAS25	PopA-S-25-1C-lcwgs-1-3
GotPopCS40	PopC-S-40-1D-lcwgs-1-3
GotPopAL20	PopA-L-20-1E-lcwgs-1-3
GotPopBS11	PopB-S-11-1F-lcwgs-1-3
GotPopBL40	PopB-L-40-1G-lcwgs-1-3
GotPopBL3	PopB-L-3-1H-lcwgs-1-3
GotPopWBL217	PopWB-L-217-2A-lcwgs-1-3
GotPopBS37	PopB-S-37-2B-lcwgs-1-3
GotPopCS3	PopC-S-3-2C-lcwgs-1-3
GotPopWAS104	PopWA-S-104-2D-lcwgs-1-3
GotPopWCL94	PopWC-L-94-2E-lcwgs-1-3
GotPopAL43	PopA-L-43-2F-lcwgs-1-3
GotPopWCL180	PopWC-L-180-2G-lcwgs-1-3
GotPopWCL254	PopWC-L-254-2H-lcwgs-1-3
GotPopAL9	PopA-L-9-3A-lcwgs-1-3
GotPopCS38	PopC-S-38-3B-lcwgs-1-3
GotPopCS28	PopC-S-28-3C-lcwgs-1-3
GotPopAL36	PopA-L-36-3D-lcwgs-1-3
GotPopCL1	PopC-L-1-3E-lcwgs-1-3
GotPopCS15	PopC-S-15-3F-lcwgs-1-3
GotPopWCS158	PopWC-S-158-3G-lcwgs-1-3
GotPopWBL204	PopWB-L-204-3H-lcwgs-1-3
GotPopAS42	PopA-S-42-4A-lcwgs-1-3
GotPopAL17	PopA-L-17-4B-lcwgs-1-3
GotPopCS30	PopC-S-30-4C-lcwgs-1-3
GotPopBL37	PopB-L-37-4D-lcwgs-1-3
GotPopWBL3	PopWB-L-3-4E-lcwgs-1-3
GotPopCS47	PopC-S-47-4F-lcwgs-1-3
GotPopBS50	PopB-S-50-4G-lcwgs-1-3
GotPopCS2	PopC-S-2-4H-lcwgs-1-3
GotPopCS45	PopC-S-45-5A-lcwgs-1-3
GotPopWAL228	PopWA-L-228-5B-lcwgs-1-3
GotPopAL13	PopA-L-13-5C-lcwgs-1-3
