Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2101608.0	0.0	33-150	49.0	89.11263661143836	137.9687872333946	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.fp2_repr.R2	Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2101608.0	0.0	33-150	49.0	88.5551232710275	138.03452689559614	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5604231.0	0.0	33-150	45.0	91.69854209779821	122.95458199349741	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.fp2_repr.R2	Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5604231.0	0.0	33-150	45.0	90.81893993878576	123.03792955715066	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15314136.0	0.0	33-150	42.0	91.7754581493725	105.00599583286971	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.fp2_repr.R2	Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15314136.0	0.0	33-150	42.0	90.90361775054193	105.15082639987003	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60178813.0	0.0	33-150	39.0	93.7064504868679	99.91487680223935	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.fp2_repr.R2	Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60178813.0	0.0	33-150	39.0	92.924427258388	100.0644425306295	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39630813.0	0.0	33-150	39.0	96.96069833208686	88.74315389391583	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.fp2_repr.R2	Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39630813.0	0.0	33-150	39.0	96.81427953913861	88.84417596984447	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4817982.0	0.0	33-150	45.0	94.13814012354494	120.68118124974315	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R2	Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4817982.0	0.0	33-150	45.0	93.55019627900897	120.77656163929214	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_007-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_007-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2798166.0	0.0	33-150	47.0	94.61785308630488	129.51535470018575	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_007-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R2	Cvi-APal_007-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2798166.0	0.0	33-150	47.0	93.9819322588032	129.61468869252218	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Cvi-APal_008-Ex1-1H-lcwgs-1-2.clmp.fp2_repr.R1	Cvi-APal_008-Ex1-1H-lcwgs-1-2.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7322135.0	0.0	33-150	48.0	82.41931411939423	128.69794014996992	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
