pos	5pC>T
1	0.00263144182168725
2	0.00608671223897369
3	0.0040133779264214
4	0.00429494812042864
5	0.00492134633974866
6	0.00377972345820774
7	0.00501377659334207
8	0.00340909090909091
9	0.00432674972957814
10	0.00489178088513545
11	0.00341955988252806
12	0.003432900603717
13	0.00391022768929983
14	0.00354741574887596
15	0.00376312960052932
16	0.00433009627107243
17	0.00344484103926289
18	0.00407015777106412
19	0.00355291757231232
20	0.00386961093585699
21	0.00299363851814893
22	0.00340479192938209
23	0.00438541536148352
24	0.00364703416474534
25	0.00403551251008878
