pos	3pG>A
1	0.00339384126786437
2	0.00545411429926488
3	0.0049512987012987
4	0.00604029804682333
5	0.00484842992432824
6	0.00460981231478433
7	0.00457443859162739
8	0.00419222452671992
9	0.00502576770731292
10	0.00480635918291894
11	0.0039503628322384
12	0.00422081992561327
13	0.00447408044740804
14	0.00479951132248353
15	0.00487678563721894
16	0.00435009570210545
17	0.00456227941809417
18	0.004085002824736
19	0.00387818959058658
20	0.00421299513551077
21	0.0041994750656168
22	0.0038240077359237
23	0.0046207497820401
24	0.00434166223639908
25	0.00451675144711454
