pos	5pC>T
1	0.0022066034651847
2	0.0060766819387509
3	0.00445173383317713
4	0.00466355762824783
5	0.00395400627187202
6	0.00339624472369123
7	0.00514740290126345
8	0.00440067970894514
9	0.00520680243543985
10	0.00439653949794355
11	0.00310584727513666
12	0.00371732026143791
13	0.00345121431614827
14	0.00364650364650365
15	0.00375827461029255
16	0.00416540113680739
17	0.00448564593301435
18	0.00292461478021738
19	0.00353676946301488
20	0.00477337420626232
21	0.00383769565779828
22	0.00431447746883989
23	0.0033269129749606
24	0.00367325520377821
25	0.00378121702427014
