#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5478778	5023269	91.70	9485	0.17	3425	0.06	36420	0.66	406179	7.41
Ecoli	5478778	5478774	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	5478778	5478778	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5478778	5478775	100.00	0	0.00	0	0.00	1	0.00	2	0.00
Vectors	5478778	5422542	98.97	16	0.00	1	0.00	1461	0.03	54758	1.00
Bacteria_24k	5478778	5262928	96.05	662	0.01	294	0.01	21162	0.39	193732	3.54
Protists_1k	5478778	4919291	89.79	29101	0.53	60015	1.10	13407	0.24	456964	8.34
Viruses	5478778	5233332	95.52	407	0.01	138	0.00	24298	0.44	220603	4.03
Fungi_RefSeq_release	5478778	5059473	92.34	5295	0.10	1102	0.02	39505	0.72	373403	6.82
Coral	5478778	5220624	95.28	959	0.02	1746	0.03	34378	0.63	221071	4.04
Bird	5478778	5159078	94.16	4118	0.08	672	0.01	44286	0.81	270624	4.94
Plant	5478778	5159418	94.17	1486	0.03	332	0.01	30747	0.56	286795	5.23

%Hit_no_genomes: 88.95
