#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3604131	3323155	92.20	5998	0.17	2208	0.06	22678	0.63	250092	6.94
Ecoli	3604131	3604128	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	3604131	3604131	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3604131	3604130	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	3604131	3568678	99.01	6	0.00	1	0.00	960	0.03	34486	0.96
Bacteria_24k	3604131	3468996	96.25	451	0.01	353	0.01	12892	0.36	121439	3.37
Protists_1k	3604131	3259032	90.43	18692	0.52	36714	1.02	8427	0.23	281266	7.80
Viruses	3604131	3452814	95.80	350	0.01	68	0.00	13970	0.39	136929	3.80
Fungi_RefSeq_release	3604131	3344806	92.80	3486	0.10	770	0.02	24801	0.69	230268	6.39
Coral	3604131	3444631	95.57	628	0.02	400	0.01	21505	0.60	136967	3.80
Bird	3604131	3404719	94.47	2610	0.07	412	0.01	27985	0.78	168405	4.67
Plant	3604131	3407208	94.53	907	0.03	196	0.01	19058	0.53	176762	4.90

%Hit_no_genomes: 89.63
