#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2575534	2377927	92.32	4169	0.16	1521	0.06	16131	0.63	175786	6.83
Ecoli	2575534	2575533	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	2575534	2575534	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2575534	2575534	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	2575534	2551729	99.08	6	0.00	0	0.00	638	0.02	23161	0.90
Bacteria_24k	2575534	2479606	96.28	337	0.01	235	0.01	9248	0.36	86108	3.34
Protists_1k	2575534	2334142	90.63	12919	0.50	25304	0.98	5860	0.23	197309	7.66
Viruses	2575534	2468974	95.86	222	0.01	50	0.00	9486	0.37	96802	3.76
Fungi_RefSeq_release	2575534	2393855	92.95	2418	0.09	545	0.02	17047	0.66	161669	6.28
Coral	2575534	2464200	95.68	448	0.02	282	0.01	14720	0.57	95884	3.72
Bird	2575534	2435819	94.58	1979	0.08	282	0.01	19914	0.77	117540	4.56
Plant	2575534	2437389	94.63	656	0.03	143	0.01	13218	0.51	124128	4.82

%Hit_no_genomes: 89.84
