#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2391284	2204580	92.20	3928	0.16	1358	0.06	15138	0.63	166280	6.95
Ecoli	2391284	2391280	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	2391284	2391284	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2391284	2391284	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	2391284	2366860	98.98	6	0.00	0	0.00	648	0.03	23770	0.99
Bacteria_24k	2391284	2301575	96.25	307	0.01	195	0.01	8848	0.37	80359	3.36
Protists_1k	2391284	2162961	90.45	12092	0.51	24330	1.02	5529	0.23	186372	7.79
Viruses	2391284	2291950	95.84	141	0.01	52	0.00	8602	0.36	90539	3.79
Fungi_RefSeq_release	2391284	2218677	92.79	2224	0.09	547	0.02	16059	0.67	153777	6.43
Coral	2391284	2284601	95.54	453	0.02	106	0.00	14401	0.60	91723	3.84
Bird	2391284	2257186	94.40	1758	0.07	280	0.01	17812	0.74	114248	4.78
Plant	2391284	2259136	94.47	554	0.02	133	0.01	12733	0.53	118728	4.97

%Hit_no_genomes: 89.67
