#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	58262	54033	92.73	86	0.15	33	0.06	355	0.61	3755	6.45
Ecoli	58262	58262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	58262	58262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	58262	58262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	58262	57732	99.09	0	0.00	0	0.00	12	0.02	518	0.89
Bacteria_24k	58262	56289	96.61	8	0.01	9	0.02	192	0.33	1764	3.03
Protists_1k	58262	53045	91.05	288	0.49	543	0.93	120	0.21	4266	7.32
Viruses	58262	56059	96.22	2	0.00	3	0.01	204	0.35	1994	3.42
Fungi_RefSeq_release	58262	54320	93.23	68	0.12	17	0.03	393	0.67	3464	5.95
Coral	58262	55908	95.96	6	0.01	1	0.00	339	0.58	2008	3.45
Bird	58262	55256	94.84	37	0.06	5	0.01	414	0.71	2550	4.38
Plant	58262	55281	94.88	14	0.02	3	0.01	308	0.53	2656	4.56

%Hit_no_genomes: 90.30
