#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.97483	0.02394	0.00000	0.00000	0.00000	0.00123
2	0.97759	0.02179	0.00000	0.00000	0.00000	0.00061
3	0.98220	0.01719	0.00000	0.00000	0.00000	0.00061
4	0.98312	0.01627	0.00000	0.00000	0.00000	0.00061
5	0.98680	0.01228	0.00000	0.00031	0.00000	0.00061
6	0.98588	0.01320	0.00031	0.00031	0.00000	0.00061
7	0.98772	0.01136	0.00000	0.00031	0.00000	0.00061
8	0.98926	0.00982	0.00031	0.00031	0.00000	0.00061
9	0.98588	0.01320	0.00031	0.00031	0.00000	0.00061
10	0.98680	0.01258	0.00000	0.00000	0.00000	0.00061
11	0.98772	0.01166	0.00031	0.00000	0.00000	0.00061
12	0.99202	0.00737	0.00000	0.00000	0.00000	0.00061
13	0.98834	0.01105	0.00000	0.00000	0.00000	0.00061
14	0.99325	0.00583	0.00031	0.00031	0.00000	0.00061
15	0.99079	0.00829	0.00000	0.00031	0.00000	0.00061
16	0.98864	0.01044	0.00092	0.00031	0.00000	0.00061
17	0.99233	0.00675	0.00000	0.00031	0.00000	0.00061
18	0.99233	0.00645	0.00000	0.00061	0.00000	0.00061
19	0.99325	0.00552	0.00000	0.00061	0.00000	0.00061
20	0.99263	0.00614	0.00000	0.00061	0.00000	0.00061
21	0.98987	0.00859	0.00000	0.00092	0.00000	0.00061
22	0.99386	0.00552	0.00000	0.00031	0.00000	0.00031
23	0.99233	0.00737	0.00000	0.00000	0.00000	0.00031
24	0.99079	0.00859	0.00000	0.00031	0.00000	0.00031
25	0.99355	0.00583	0.00031	0.00031	0.00000	0.00031
26	0.99048	0.00859	0.00000	0.00061	0.00000	0.00031
27	0.99233	0.00706	0.00031	0.00031	0.00000	0.00031
28	0.99110	0.00829	0.00000	0.00031	0.00000	0.00031
29	0.99202	0.00737	0.00000	0.00031	0.00000	0.00031
30	0.99171	0.00767	0.00000	0.00031	0.00000	0.00031
31	0.99325	0.00614	0.00000	0.00031	0.00000	0.00031
32	0.99325	0.00614	0.00000	0.00031	0.00000	0.00031
33	0.99079	0.00859	0.00000	0.00031	0.00000	0.00031
34	0.99509	0.00430	0.00000	0.00031	0.00000	0.00031
35	0.99017	0.00921	0.00061	0.00031	0.00000	0.00031
36	0.99109	0.00860	0.00031	0.00000	0.00000	0.00031
37	0.98985	0.00984	0.00000	0.00000	0.00000	0.00031
38	0.99261	0.00708	0.00000	0.00000	0.00000	0.00031
39	0.99261	0.00709	0.00000	0.00000	0.00000	0.00031
40	0.99198	0.00771	0.00031	0.00000	0.00000	0.00031
41	0.99321	0.00648	0.00000	0.00000	0.00000	0.00031
42	0.99258	0.00711	0.00031	0.00000	0.00000	0.00031
43	0.99319	0.00650	0.00000	0.00000	0.00000	0.00031
44	0.99319	0.00650	0.00031	0.00000	0.00000	0.00031
45	0.99286	0.00714	0.00000	0.00000	0.00000	0.00000
46	0.99254	0.00746	0.00000	0.00000	0.00000	0.00000
47	0.99253	0.00747	0.00000	0.00000	0.00000	0.00000
48	0.99315	0.00654	0.00000	0.00031	0.00000	0.00000
49	0.99190	0.00810	0.00000	0.00000	0.00000	0.00000
50	0.99282	0.00718	0.00000	0.00000	0.00000	0.00000
51	0.99469	0.00531	0.00063	0.00000	0.00000	0.00000
52	0.99468	0.00532	0.00000	0.00000	0.00000	0.00000
53	0.99216	0.00784	0.00031	0.00000	0.00000	0.00000
54	0.99339	0.00661	0.00000	0.00000	0.00000	0.00000
55	0.99148	0.00852	0.00000	0.00000	0.00000	0.00000
56	0.99399	0.00601	0.00000	0.00000	0.00000	0.00000
57	0.99175	0.00825	0.00032	0.00000	0.00000	0.00000
