Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_r1_screen	316396	3547.0	1.12	276.0	0.09	0.0	0.0	0.0	0.0	1326.0	0.42000000000000004	79575.0	25.15	29773.0	9.41	2337.0	0.75	2938.0	0.9199999999999999	1155.0	0.36	1467.0	0.46	1164.0	0.36	229640	72.58
Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_r2_screen	316396	3525.0	1.1099999999999999	267.0	0.09	0.0	0.0	2.0	0.0	1342.0	0.42000000000000004	79858.0	25.240000000000002	30225.0	9.56	2312.0	0.73	2910.0	0.9199999999999999	1170.0	0.37	1453.0	0.46	1140.0	0.35	229292	72.47
Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_r1_screen	1244609	43422.0	3.5	481.0	0.04	0.0	0.0	7.0	0.0	5019.0	0.4	193396.0	15.54	108636.0	8.73	21521.0	1.73	40661.0	3.27	25726.0	2.0700000000000003	34238.0	2.75	24219.0	1.95	1011991	81.31
Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_r2_screen	1244609	43514.0	3.5	489.0	0.04	0.0	0.0	5.0	0.0	5075.0	0.41	194153.0	15.6	108993.0	8.760000000000002	21747.0	1.74	40860.0	3.27	26135.0	2.09	34382.0	2.7600000000000002	24474.0	1.96	1011369	81.26
Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_r1_screen	1424471	38741.0	2.72	177.0	0.02	0.0	0.0	16.0	0.0	5578.0	0.39	121728.0	8.54	78862.0	5.539999999999999	18946.0	1.33	35794.0	2.51	24054.0	1.69	30253.0	2.11	21839.0	1.5299999999999998	1268206	89.03
Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_r2_screen	1424471	38798.0	2.72	198.0	0.02	0.0	0.0	11.0	0.0	5599.0	0.39	121952.0	8.559999999999999	79404.0	5.57	19148.0	1.35	35977.0	2.52	24173.0	1.7	30470.0	2.13	22049.0	1.5499999999999998	1268206	89.03
Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_r1_screen	3245362	86556.0	2.67	399.0	0.01	0.0	0.0	34.0	0.0	8321.0	0.26	107447.0	3.3099999999999996	121996.0	3.7600000000000002	28223.0	0.87	61360.0	1.88	37713.0	1.16	50618.0	1.56	33548.0	1.03	3036360	93.56
Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_r2_screen	3245362	86920.0	2.68	414.0	0.01	0.0	0.0	29.0	0.0	8441.0	0.26	107834.0	3.32	122160.0	3.7600000000000002	28432.0	0.87	61705.0	1.9	37674.0	1.15	50928.0	1.5699999999999998	34022.0	1.04	3036036	93.55
Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_r1_screen	2338310	44452.0	1.9000000000000001	26.0	0.0	0.0	0.0	39.0	0.0	5300.0	0.23	43537.0	1.8599999999999999	70392.0	3.01	21956.0	0.94	43107.0	1.85	28024.0	1.2	35038.0	1.49	26332.0	1.13	2247817	96.13
Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_r2_screen	2338310	44454.0	1.91	24.0	0.0	0.0	0.0	25.0	0.0	5351.0	0.23	43582.0	1.8599999999999999	70474.0	3.0199999999999996	22101.0	0.94	43160.0	1.85	28060.0	1.2	35394.0	1.51	26518.0	1.13	2248051	96.14
