#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	28735725	27828328	96.85	29771	0.10	8092	0.03	78200	0.27	791334	2.75
Ecoli	28735725	28735614	100.00	0	0.00	0	0.00	33	0.00	78	0.00
PhiX	28735725	28735725	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	28735725	28735328	100.00	1	0.00	0	0.00	20	0.00	376	0.00
Vectors	28735725	28507936	99.21	42	0.00	2	0.00	5281	0.02	222464	0.77
Bacteria_24k	28735725	28194413	98.12	36021	0.13	44458	0.15	44532	0.15	416301	1.45
Protists_1k	28735725	27568050	95.94	86991	0.30	121745	0.42	48739	0.17	910200	3.17
Viruses	28735725	28240276	98.28	691	0.00	207	0.00	42059	0.15	452492	1.57
Fungi_RefSeq_release	28735725	27882086	97.04	17460	0.06	3528	0.01	84204	0.29	748447	2.60
Coral	28735725	28203398	98.15	2816	0.01	720	0.00	76125	0.26	452666	1.58
Bird	28735725	28065459	97.67	12088	0.04	1262	0.00	87785	0.31	569131	1.98
Plant	28735725	28113734	97.84	3146	0.01	652	0.00	64320	0.22	553873	1.93

%Hit_no_genomes: 95.26
