#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6774608	6642476	98.04	7171	0.11	1946	0.03	14902	0.22	108113	1.60
Ecoli	6774608	6774590	100.00	0	0.00	0	0.00	8	0.00	10	0.00
PhiX	6774608	6774608	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6774608	6774603	100.00	0	0.00	0	0.00	1	0.00	4	0.00
Vectors	6774608	6746868	99.59	6	0.00	0	0.00	849	0.01	26885	0.40
Bacteria_24k	6774608	6705525	98.98	4637	0.07	4938	0.07	6882	0.10	52626	0.78
Protists_1k	6774608	6594598	97.35	18428	0.27	23503	0.35	8434	0.12	129645	1.91
Viruses	6774608	6712287	99.08	128	0.00	49	0.00	6067	0.09	56077	0.83
Fungi_RefSeq_release	6774608	6654943	98.24	3637	0.05	634	0.01	15646	0.23	99748	1.47
Coral	6774608	6703123	98.94	680	0.01	157	0.00	11227	0.17	59421	0.88
Bird	6774608	6680134	98.61	2810	0.04	270	0.00	15935	0.24	75459	1.11
Plant	6774608	6693143	98.80	709	0.01	123	0.00	10037	0.15	70596	1.04

%Hit_no_genomes: 96.83
