#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1750299	1711158	97.77	1450	0.08	448	0.03	3743	0.21	33500	1.91
Ecoli	1750299	1750286	100.00	0	0.00	0	0.00	1	0.00	12	0.00
PhiX	1750299	1750299	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1750299	1750298	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	1750299	1743698	99.62	2	0.00	0	0.00	209	0.01	6390	0.37
Bacteria_24k	1750299	1732805	99.00	232	0.01	421	0.02	1856	0.11	14985	0.86
Protists_1k	1750299	1699694	97.11	4019	0.23	6477	0.37	1539	0.09	38570	2.20
Viruses	1750299	1730553	98.87	45	0.00	8	0.00	1888	0.11	17805	1.02
Fungi_RefSeq_release	1750299	1715741	98.03	818	0.05	189	0.01	3893	0.22	29658	1.69
Coral	1750299	1731509	98.93	129	0.01	50	0.00	2615	0.15	15996	0.91
Bird	1750299	1723418	98.46	864	0.05	89	0.01	5286	0.30	20642	1.18
Plant	1750299	1726364	98.63	197	0.01	46	0.00	2762	0.16	20930	1.20

%Hit_no_genomes: 96.72
