#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9126411	8823572	96.68	9023	0.10	2703	0.03	23946	0.26	267167	2.93
Ecoli	9126411	9126359	100.00	0	0.00	0	0.00	19	0.00	33	0.00
PhiX	9126411	9126411	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9126411	9126397	100.00	0	0.00	0	0.00	3	0.00	11	0.00
Vectors	9126411	9054933	99.21	8	0.00	3	0.00	1489	0.02	69978	0.77
Bacteria_24k	9126411	8956659	98.14	8910	0.10	10070	0.11	14089	0.15	136683	1.50
Protists_1k	9126411	8743625	95.81	25931	0.28	39228	0.43	13130	0.14	304497	3.34
Viruses	9126411	8959102	98.17	213	0.00	51	0.00	14110	0.15	152935	1.68
Fungi_RefSeq_release	9126411	8843446	96.91	4961	0.05	1118	0.01	25913	0.28	250973	2.75
Coral	9126411	8953885	98.11	813	0.01	259	0.00	24269	0.27	147185	1.61
Bird	9126411	8907275	97.61	3966	0.04	419	0.00	28597	0.31	186154	2.04
Plant	9126411	8920461	97.74	829	0.01	205	0.00	20593	0.23	184323	2.02

%Hit_no_genomes: 95.23
