#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3954664	3861291	97.64	3467	0.09	942	0.02	8936	0.23	80028	2.02
Ecoli	3954664	3954631	100.00	0	0.00	0	0.00	3	0.00	30	0.00
PhiX	3954664	3954664	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3954664	3954664	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	3954664	3937589	99.57	5	0.00	3	0.00	508	0.01	16559	0.42
Bacteria_24k	3954664	3910926	98.90	814	0.02	1906	0.05	4487	0.11	36531	0.92
Protists_1k	3954664	3833941	96.95	9480	0.24	15289	0.39	3706	0.09	92248	2.33
Viruses	3954664	3906994	98.80	85	0.00	24	0.00	4655	0.12	42906	1.08
Fungi_RefSeq_release	3954664	3871158	97.88	1860	0.05	460	0.01	9332	0.24	71854	1.82
Coral	3954664	3908387	98.83	286	0.01	85	0.00	6807	0.17	39099	0.99
Bird	3954664	3890254	98.37	1935	0.05	244	0.01	11846	0.30	50385	1.27
Plant	3954664	3896336	98.52	396	0.01	86	0.00	6608	0.17	51238	1.30

%Hit_no_genomes: 96.52
