#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	29356086	28716116	97.82	22441	0.08	5765	0.02	65240	0.22	546524	1.86
Ecoli	29356086	29356054	100.00	0	0.00	0	0.00	18	0.00	14	0.00
PhiX	29356086	29356086	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	29356086	29355549	100.00	1	0.00	0	0.00	131	0.00	405	0.00
Vectors	29356086	29208912	99.50	103	0.00	23	0.00	3721	0.01	143327	0.49
Bacteria_24k	29356086	29039126	98.93	13004	0.04	11965	0.04	33178	0.11	258813	0.88
Protists_1k	29356086	28491892	97.05	76271	0.26	110627	0.38	28956	0.10	648340	2.21
Viruses	29356086	29032678	98.90	509	0.00	143	0.00	28450	0.10	294306	1.00
Fungi_RefSeq_release	29356086	28753589	97.95	14966	0.05	3032	0.01	69451	0.24	515048	1.75
Coral	29356086	29000550	98.78	2085	0.01	562	0.00	51555	0.18	301334	1.03
Bird	29356086	28890859	98.42	11345	0.04	996	0.00	70048	0.24	382838	1.30
Plant	29356086	28933908	98.56	2434	0.01	503	0.00	48635	0.17	370606	1.26

%Hit_no_genomes: 96.67
