
PCAngsd v.1.10.
Jonas Meisner and Anders Albrechtsen.
Using 40 thread(s).

Parsing Beagle file.
Loaded 67860 sites and 81 individuals.
Estimating minor allele frequencies.
EM (MAF) converged at iteration: 12
Number of sites after MAF filtering (0.05): 14125

Estimating covariance matrix.
Using 1 principal components (MAP test).
Individual allele frequencies estimated (1).
Individual allele frequencies estimated (2). RMSE=0.018613339881364318
Individual allele frequencies estimated (3). RMSE=0.013555177705843715
Individual allele frequencies estimated (4). RMSE=0.01066524922521697
Individual allele frequencies estimated (5). RMSE=0.22205056242739515
Individual allele frequencies estimated (6). RMSE=0.007283423726473416
Individual allele frequencies estimated (7). RMSE=0.006154611513483179
Individual allele frequencies estimated (8). RMSE=0.005303364437971912
Individual allele frequencies estimated (9). RMSE=0.004647250149053319
Individual allele frequencies estimated (10). RMSE=0.004091405088000627
Individual allele frequencies estimated (11). RMSE=0.0036436889222916592
Individual allele frequencies estimated (12). RMSE=0.0032705402446431154
Individual allele frequencies estimated (13). RMSE=0.002968176605048268
Individual allele frequencies estimated (14). RMSE=0.0027341403565142646
Individual allele frequencies estimated (15). RMSE=0.0024990636501756106
Individual allele frequencies estimated (16). RMSE=0.0023053605605717216
Individual allele frequencies estimated (17). RMSE=0.0021281906385103547
Individual allele frequencies estimated (18). RMSE=0.0019785723398527246
Individual allele frequencies estimated (19). RMSE=0.0018467709224873692
Individual allele frequencies estimated (20). RMSE=0.0017323667865051411
Individual allele frequencies estimated (21). RMSE=0.0016278713567042002
Individual allele frequencies estimated (22). RMSE=0.0015405914192997904
Individual allele frequencies estimated (23). RMSE=0.0014620781380263533
Individual allele frequencies estimated (24). RMSE=0.0013836596716029625
Individual allele frequencies estimated (25). RMSE=0.0013180799020393907
Individual allele frequencies estimated (26). RMSE=0.001253953671535248
Individual allele frequencies estimated (27). RMSE=0.001197742141801395
Individual allele frequencies estimated (28). RMSE=0.001147968598120163
Individual allele frequencies estimated (29). RMSE=0.0010992747201486013
Individual allele frequencies estimated (30). RMSE=0.0010544088548525724
Individual allele frequencies estimated (31). RMSE=0.0010114303443218599
Individual allele frequencies estimated (32). RMSE=0.0009760192423138431
Individual allele frequencies estimated (33). RMSE=0.0009398559879935682
Individual allele frequencies estimated (34). RMSE=0.0009039409252296053
Individual allele frequencies estimated (35). RMSE=0.0008700308838201107
Individual allele frequencies estimated (36). RMSE=0.0008381605063541365
Individual allele frequencies estimated (37). RMSE=0.0008100403064640127
Individual allele frequencies estimated (38). RMSE=0.000783288274838255
Individual allele frequencies estimated (39). RMSE=0.0007569161711933354
Individual allele frequencies estimated (40). RMSE=0.0007329390808806601
Individual allele frequencies estimated (41). RMSE=0.0007109815124026662
