Sequence_Name	Extraction_ID
PaC0108502D	Par-CPas-085-Ex1-2D3F-lcwgs-1and2-1
PaC0102702E	Par-CPas-027-Ex1-2E-lcwgs-1-1
PaC0101302F	Par-CPas-013-Ex1-2F3G-lcwgs-1and2-1
PaC0103502G	Par-CPas-035-Ex1-2G3H-lcwgs-1and2-1
PaC0104702H	Par-CPas-047-Ex1-2H-lcwgs-1-1
PaC0105903A	Par-CPas-059-Ex1-3A-lcwgs-1-1
PaC0102803C	Par-CPas-028-Ex1-3C-lcwgs-1-1
PaC0106103D	Par-CPas-061-Ex1-3D-lcwgs-1-1
PaC0106503E	Par-CPas-065-Ex1-3E-lcwgs-1-1
PaC0108403F	Par-CPas-084-Ex1-3F4F-lcwgs-1and2-1
PaC0104603G	Par-CPas-046-Ex1-3G-lcwgs-1-1
PaC0101803H	Par-CPas-018-Ex1-3H4H-lcwgs-1and2-1
PaC0108304A	Par-CPas-083-Ex1-4A-lcwgs-1-1
PaC0104904B	Par-CPas-049-Ex1-4B-lcwgs-1-1
PaC0107004C	Par-CPas-070-Ex1-4C2D-lcwgs-1and2-1
PaC0103804D	Par-CPas-038-Ex1-4D-lcwgs-1-1
PaC0104804E	Par-CPas-048-Ex1-4E-lcwgs-1-1
PaC0105504F	Par-CPas-055-Ex1-4F5E-lcwgs-1and2-1
PaC0107404G	Par-CPas-074-Ex1-4G-lcwgs-1-1
PaC0106804H	Par-CPas-068-Ex1-4H-lcwgs-1-1
PaC0101005A	Par-CPas-010-Ex1-5A-lcwgs-1-1
PaC0106905B	Par-CPas-069-Ex1-5B-lcwgs-1-1
PaC0100305C	Par-CPas-003-Ex1-5C-lcwgs-1-1
PaC0105805D	Par-CPas-058-Ex1-5D-lcwgs-1-1
PaC0106205E	Par-CPas-062-Ex1-5E-lcwgs-1-1
PaC0103305F	Par-CPas-033-Ex1-5F-lcwgs-1-1
PaC0107605G	Par-CPas-076-Ex1-5G-lcwgs-1-1
PaC0108705H	Par-CPas-087-Ex1-5H-lcwgs-1-1
PaC0102006A	Par-CPas-020-Ex1-6A-lcwgs-1-1
PaC0107106B	Par-CPas-071-Ex1-6B-lcwgs-1-1
PaC0106406C	Par-CPas-064-Ex1-6C6D-lcwgs-1and2-1
PaC0107206D	Par-CPas-072-Ex1-6D6E-lcwgs-1and2-1
PaC0100806E	Par-CPas-008-Ex1-6E6F-lcwgs-1and2-1
PaC0101606F	Par-CPas-016-Ex1-6F6G-lcwgs-1and2-1
PaC0108206G	Par-CPas-082-Ex1-6G6H-lcwgs-1and2-1
PaC0104506H	Par-CPas-045-Ex1-6H7A-lcwgs-1and2-1
PaC0103707C	Par-CPas-037-Ex1-7C7D-lcwgs-1and2-1
PaC0100407D	Par-CPas-004-Ex1-7D7E-lcwgs-1and2-1
PaC0106707E	Par-CPas-067-Ex1-7E7F-lcwgs-1and2-1
PaC0104307F	Par-CPas-043-Ex1-7F7G-lcwgs-1and2-1
PaC0107707G	Par-CPas-077-Ex1-7G7H-lcwgs-1and2-1
PaC0101507H	Par-CPas-015-Ex1-7H-lcwgs-1-1
PaC0107508A	Par-CPas-075-Ex1-8A8B-lcwgs-1and2-1
PaC0106308B	Par-CPas-063-Ex1-8B8C-lcwgs-1and2-1
PaC0107908C	Par-CPas-079-Ex1-8C-lcwgs-1-1
PaC0104408D	Par-CPas-044-Ex1-8D-lcwgs-1-1
PaC0107308E	Par-CPas-073-Ex1-8E8F-lcwgs-1and2-1
PaC0104108F	Par-CPas-041-Ex1-8F-lcwgs-1-1
PaC0106608G	Par-CPas-066-Ex1-8G-lcwgs-1-1
PaC0102308H	Par-CPas-023-Ex1-8H-lcwgs-1-1
PaA0100106G	Par-ARag-001-Ex1-6G-lcwgs-2-1
PaA0100206H	Par-ARag-002-Ex1-6H-lcwgs-2-1
PaA0100607C	Par-ARag-006-Ex1-7C-lcwgs-2-1
PaA0100707D	Par-ARag-007-Ex1-7D-lcwgs-2-1
PaA0100807E	Par-ARag-008-Ex1-7E-lcwgs-2-1
PaA0100907F	Par-ARag-009-Ex1-7F-lcwgs-2-1
PaA0101007G	Par-ARag-010-Ex1-7G-lcwgs-2-1
PaA0101107H	Par-ARag-011-Ex1-7H-lcwgs-2-1
PaA0101208A	Par-ARag-012-Ex1-8A-lcwgs-2-1
PaA0101308B	Par-ARag-013-Ex1-8B-lcwgs-2-1
PaA0101408C	Par-ARag-014-Ex1-8C-lcwgs-2-1
PaA0101708E	Par-ARag-017-Ex1-8E-lcwgs-2-1
PaA0101908F	Par-ARag-019-Ex1-8F-lcwgs-2-1
PaA0102008G	Par-ARag-020-Ex1-8G-lcwgs-2-1
PaA0102108H	Par-ARag-021-Ex1-8H-lcwgs-2-1
PaA0102209A	Par-ARag-022-Ex1-9A-lcwgs-2-1
PaA0102509D	Par-ARag-025-Ex1-9D-lcwgs-2-1
PaA0102709F	Par-ARag-027-Ex1-9F-lcwgs-2-1
PaA0102809G	Par-ARag-028-Ex1-9G-lcwgs-2-1
PaA0102909H	Par-ARag-029-Ex1-9H-lcwgs-2-1
PaA0103010A	Par-ARag-030-Ex1-10A-lcwgs-2-1
