pos	3pG>A
1	0.00346167861047006
2	0.00645976006605469
3	0.00450097039269934
4	0.00436956619667553
5	0.00539315658282348
6	0.00423549343498518
7	0.00513490803846513
8	0.0048864236661384
9	0.0050761421319797
10	0.00450848245410179
11	0.00457538698366544
12	0.00396591004978483
13	0.00498937047160397
14	0.00435805804933322
15	0.0035251109757159
16	0.00441819772528434
17	0.00467575598671561
18	0.00422721268163804
19	0.00415900534103844
20	0.00446624047639898
21	0.00359302427482254
22	0.00472999605833662
23	0.00461752918626938
24	0.0049695558739255
25	0.00514744372709824
