# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	149	115
+	216	135
+	153	140
+	231	106
+	130	135
+	250	103
+	236	115
+	119	118
+	148	149
+	134	140
+	164	150
+	194	131
+	126	128
+	159	154
+	199	134
+	166	131
+	196	137
+	247	91
+	99	86
+	129	135
+	224	119
+	169	129
+	239	119
+	97	76
+	193	146
+	121	120
+	110	118
+	145	143
+	163	145
+	254	109
+	172	152
+	136	113
+	120	108
+	246	105
+	219	118
+	192	130
+	237	132
+	206	126
+	188	139
+	108	107
+	125	127
+	160	138
+	150	154
+	90	90
+	107	93
+	161	169
+	177	138
+	218	135
+	215	138
+	95	77
+	174	137
+	184	146
+	67	37
+	127	145
+	186	146
+	154	137
+	156	133
+	176	126
+	226	114
+	229	110
+	240	104
+	113	111
+	165	135
+	195	127
+	173	151
+	241	119
+	74	43
+	222	138
+	147	137
+	111	97
+	259	96
+	205	141
+	151	128
+	128	145
+	202	130
+	233	112
+	200	121
+	133	147
+	190	147
+	209	117
+	227	136
+	142	128
+	244	95
+	204	155
+	139	137
+	179	143
+	167	140
+	60	18
+	238	126
+	243	104
+	198	132
+	146	141
+	183	154
+	220	126
+	88	70
+	106	96
+	73	55
+	187	140
+	180	151
+	44	4
+	211	146
+	221	126
+	162	163
+	98	88
+	203	118
+	228	135
+	103	91
+	182	125
+	135	130
+	253	123
+	223	133
+	256	107
+	185	136
+	152	133
+	104	102
+	210	152
+	181	127
+	96	96
+	57	15
+	76	66
+	112	99
+	122	124
+	92	72
+	201	152
+	64	28
+	214	106
+	115	104
+	144	146
+	91	66
+	171	125
+	68	38
+	83	57
+	155	153
+	46	6
+	77	58
+	170	157
+	230	109
+	234	123
+	208	119
+	197	136
+	191	150
+	248	118
+	137	144
+	69	37
+	116	97
+	232	111
+	207	143
+	212	134
+	213	110
+	141	140
+	138	115
+	71	33
+	131	137
+	114	105
+	140	142
+	168	120
+	158	137
+	123	114
+	178	138
+	118	129
+	66	32
+	242	118
+	175	124
+	109	94
+	258	111
+	81	57
+	102	101
+	80	58
+	225	135
+	94	91
+	255	93
+	143	139
+	89	87
+	63	25
+	217	107
+	245	109
+	86	60
+	189	147
+	252	97
+	59	17
+	78	65
+	251	131
+	101	74
+	257	95
+	117	123
+	132	137
+	249	128
+	124	115
+	53	9
+	72	37
+	100	98
+	87	78
+	157	147
+	82	56
+	65	34
+	105	83
+	62	26
+	61	22
+	93	79
+	84	69
+	42	7
+	70	55
+	85	68
+	79	50
+	235	110
+	55	11
+	75	64
+	58	11
+	50	9
+	54	12
+	49	6
+	260	5
+	43	6
+	51	8
+	56	10
+	41	3
+	36	4
+	52	7
+	45	2
+	261	2
+	25	1
+	48	2
+	47	2
+	38	1
+	39	1
