pos	5pC>T
1	0.00690511961169537
2	0.0255816347539634
3	0.0100379483412902
4	0.0113120156764942
5	0.00917388469777405
6	0.00933589018974566
7	0.00889369912004141
8	0.00814781834372217
9	0.00770738079686479
10	0.00750396844485064
11	0.00688946895459797
12	0.00670348665626713
13	0.00699951269215434
14	0.00752985207627874
15	0.00744034516157436
16	0.00684684684684685
17	0.00750651300392988
18	0.0063999283924096
19	0.00632855372632324
20	0.00772011245481726
21	0.00808804030761071
22	0.00741852865848273
23	0.00663052730612428
24	0.00689931451971869
25	0.00747730105038277
