Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Snippy_mqc-generalstats-snippy-VariantTotal
Hte-ABur_036-Ex1-5D-lcwgs-1-T.2	36.54777817473539	45.0	150.0	18.181818181818183	165709.0	
Hte-ABur_037-Ex1-5E-lcwgs-1-T.1	41.42580470457665	44.0	150.0	18.181818181818183	451190.0	
Hte-ABur_037-Ex1-5E-lcwgs-1-T.2	38.6162466420428	44.0	150.0	18.181818181818183	451190.0	
Hte-ABur_038-Ex1-5F-lcwgs-1-T.1	21.745012357929312	43.0	150.0	18.181818181818183	261793.0	
Hte-ABur_038-Ex1-5F-lcwgs-1-T.2	19.493050427529212	43.0	150.0	18.181818181818183	261793.0	
Hte-ABur_039-Ex1-5G-lcwgs-1-T.1	24.923028525004582	58.0	150.0	27.27272727272727	153932.0	
Hte-ABur_039-Ex1-5G-lcwgs-1-T.2	22.872871116189884	58.0	150.0	27.27272727272727	153932.0	
Hte-ABur_040-Ex1-5H-lcwgs-1-T.1	34.36004115698165	45.0	150.0	18.181818181818183	163155.0	
Hte-ABur_040-Ex1-5H-lcwgs-1-T.2	32.27953850984737	45.0	150.0	18.181818181818183	163155.0	
Hte-ABur_041-Ex1-6A-lcwgs-1-T.1	19.662375516152537	45.0	150.0	45.45454545454545	8234.0	
Hte-ABur_041-Ex1-6A-lcwgs-1-T.2	18.326451299489918	45.0	150.0	36.36363636363637	8234.0	
Hte-ABur_042-Ex1-6B-lcwgs-1-T.1	67.00227097627777	50.0	150.0	54.54545454545454	247911.0	
Hte-ABur_042-Ex1-6B-lcwgs-1-T.2	65.11893381092408	50.0	150.0	54.54545454545454	247911.0	
Hte-ABur_043-Ex1-6C-lcwgs-1-T.1	70.12929381059473	50.0	150.0	54.54545454545454	132953.0	
Hte-ABur_043-Ex1-6C-lcwgs-1-T.2	68.1594247591254	49.0	150.0	54.54545454545454	132953.0	
Hte-ABur_044-Ex1-6D-lcwgs-1-T.1	48.1770981913619	50.0	150.0	45.45454545454545	35054.0	
Hte-ABur_044-Ex1-6D-lcwgs-1-T.2	46.81348776173904	50.0	150.0	45.45454545454545	35054.0	
Hte-ABur_045-Ex1-6E-lcwgs-1-T.1	68.5507395426242	50.0	150.0	54.54545454545454	213916.0	
Hte-ABur_045-Ex1-6E-lcwgs-1-T.2	66.40129770564147	50.0	150.0	54.54545454545454	213916.0	
Hte-ABur_046-Ex1-6F-lcwgs-1-T.1	17.73113571980427	44.0	150.0	36.36363636363637	7766.0	
Hte-ABur_046-Ex1-6F-lcwgs-1-T.2	16.765387586917342	44.0	150.0	36.36363636363637	7766.0	
Hte-ABur_047-Ex1-6G-lcwgs-1-T.1	87.61772459281784	49.0	150.0	45.45454545454545	457105.0	
Hte-ABur_047-Ex1-6G-lcwgs-1-T.2	85.87304886185888	49.0	150.0	45.45454545454545	457105.0	
Hte-ABur_048-Ex1-6H-lcwgs-1-T.1	55.42782041949022	49.0	150.0	45.45454545454545	204677.0	
Hte-ABur_048-Ex1-6H-lcwgs-1-T.2	53.13591659053045	49.0	150.0	54.54545454545454	204677.0	
Hte-ABur_049-Ex1-7A-lcwgs-1-T.1	23.332831552009637	45.0	150.0	45.45454545454545	6643.0	
Hte-ABur_049-Ex1-7A-lcwgs-1-T.2	22.21887701339756	45.0	150.0	45.45454545454545	6643.0	
Hte-ABur_050-Ex1-7B-lcwgs-1-T.1	57.668560427810284	46.0	150.0	54.54545454545454	248202.0	
Hte-ABur_050-Ex1-7B-lcwgs-1-T.2	56.21887670345026	46.0	150.0	54.54545454545454	248202.0	
Hte-ABur_051-Ex1-7C-lcwgs-1-T.1	35.06846271427672	55.0	150.0	36.36363636363637	159676.0	
Hte-ABur_051-Ex1-7C-lcwgs-1-T.2	33.63000288776365	55.0	150.0	36.36363636363637	159676.0	
Hte-ABur_052-Ex1-7D-lcwgs-1-T.1	48.34802977716185	55.0	150.0	36.36363636363637	163078.0	
Hte-ABur_052-Ex1-7D-lcwgs-1-T.2	46.69544635082599	55.0	150.0	27.27272727272727	163078.0	
Hte-ABur_053-Ex1-7E-lcwgs-1-T.1	73.5020607667295	49.0	150.0	54.54545454545454	48283.0	
Hte-ABur_053-Ex1-7E-lcwgs-1-T.2	71.76231800012427	49.0	150.0	54.54545454545454	48283.0	
Hte-ABur_054-Ex1-7F-lcwgs-1-T.1	66.45396872233697	51.0	150.0	54.54545454545454	27112.0	
Hte-ABur_054-Ex1-7F-lcwgs-1-T.2	64.49173797580407	51.0	150.0	54.54545454545454	27112.0	
Hte-ABur_055-Ex1-7G-lcwgs-1-T.1	69.4524956420386	53.0	150.0	45.45454545454545	193898.0	
Hte-ABur_055-Ex1-7G-lcwgs-1-T.2	67.72272019309122	53.0	150.0	45.45454545454545	193898.0	
Hte-ABur_056-Ex1-7H-lcwgs-1-T.1	46.25628304719629	57.0	150.0	27.27272727272727	107233.0	
Hte-ABur_056-Ex1-7H-lcwgs-1-T.2	44.64390626019975	57.0	150.0	27.27272727272727	107233.0	
Hte-ABur_057-Ex1-8A-lcwgs-1-T.1	50.456781560493965	44.0	150.0	45.45454545454545	1126889.0	
Hte-ABur_057-Ex1-8A-lcwgs-1-T.2	47.52737171299699	44.0	150.0	36.36363636363637	1126889.0	
Hte-ABur_058-Ex1-8B-lcwgs-1-T.1	29.943405933802097	45.0	150.0	45.45454545454545	5831.0	
Hte-ABur_058-Ex1-8B-lcwgs-1-T.2	28.948722346081297	46.0	150.0	45.45454545454545	5831.0	
Hte-ABur_059-Ex1-8C-lcwgs-1-T.1	48.64082615541354	57.0	150.0	36.36363636363637	43188.0	
Hte-ABur_059-Ex1-8C-lcwgs-1-T.2	47.098731129017324	57.0	150.0	36.36363636363637	43188.0	
Hte-ABur_060-Ex1-8D-lcwgs-1-T.1	66.50652706911404	53.0	150.0	54.54545454545454	90546.0	
Hte-ABur_060-Ex1-8D-lcwgs-1-T.2	64.74167826298235	53.0	150.0	54.54545454545454	90546.0	
Hte-ABur_061-Ex1-8E-lcwgs-1-T.1	63.50980599062363	53.0	150.0	54.54545454545454	132674.0	
Hte-ABur_061-Ex1-8E-lcwgs-1-T.2	62.01215008215627	54.0	150.0	54.54545454545454	132674.0	
Hte-ABur_062-Ex1-8F-lcwgs-1-T.1	71.76406716562609	48.0	150.0	54.54545454545454	257870.0	
Hte-ABur_062-Ex1-8F-lcwgs-1-T.2	69.33067049288401	48.0	150.0	54.54545454545454	257870.0	
Hte-ABur_063-Ex1-8G-lcwgs-1-T.1	67.82791139862968	49.0	150.0	54.54545454545454	91511.0	
Hte-ABur_063-Ex1-8G-lcwgs-1-T.2	65.78990503873851	49.0	150.0	54.54545454545454	91511.0	
Hte-ABur_064-Ex1-8H-lcwgs-1-T.1	56.65699387389792	54.0	150.0	54.54545454545454	89943.0	
Hte-ABur_064-Ex1-8H-lcwgs-1-T.2	55.01928999477447	54.0	150.0	54.54545454545454	89943.0	
Hte-ABur_065-Ex1-9A-lcwgs-1-T.1	38.846696276877104	45.0	150.0	18.181818181818183	309269.0	
Hte-ABur_065-Ex1-9A-lcwgs-1-T.2	35.57794036815636	45.0	150.0	18.181818181818183	309269.0	
Hte-ABur_066-Ex1-9B-lcwgs-1-T.1	49.75609127406061	43.0	150.0	27.27272727272727	155181.0	
Hte-ABur_066-Ex1-9B-lcwgs-1-T.2	45.06028444203866	43.0	150.0	27.27272727272727	155181.0	
Hte-ABur_067-Ex1-9C-lcwgs-1-T.1	71.09218865013966	47.0	150.0	54.54545454545454	606776.0	
Hte-ABur_067-Ex1-9C-lcwgs-1-T.2	68.06086396041921	46.0	150.0	54.54545454545454	606776.0	
Hte-ABur_068-Ex1-9D-lcwgs-1-T.1	55.255731363160734	52.0	150.0	54.54545454545454	31537.0	
Hte-ABur_068-Ex1-9D-lcwgs-1-T.2	53.24856517741066	52.0	150.0	54.54545454545454	31537.0	
Hte-ABur_069-Ex1-9E-lcwgs-1-T.1	68.50129506019462	47.0	150.0	54.54545454545454	478100.0	
Hte-ABur_069-Ex1-9E-lcwgs-1-T.2	66.09349261950416	47.0	150.0	54.54545454545454	478100.0	
Hte-ABur_070-Ex1-9F-lcwgs-1-T.1	46.81096281017528	47.0	150.0	36.36363636363637	671291.0	
Hte-ABur_070-Ex1-9F-lcwgs-1-T.2	44.6323036042192	47.0	150.0	36.36363636363637	671291.0	
Hte-ABur_071-Ex1-9G-lcwgs-1-T.1	78.79043171545949	52.0	150.0	45.45454545454545	413073.0	
Hte-ABur_071-Ex1-9G-lcwgs-1-T.2	76.77432318258516	52.0	150.0	45.45454545454545	413073.0	
Hte-ABur_072-Ex1-9H-lcwgs-1-T.1	36.94197463815679	59.0	150.0	36.36363636363637	186617.0	
Hte-ABur_072-Ex1-9H-lcwgs-1-T.2	35.62960889980212	59.0	150.0	36.36363636363637	186617.0	
Hte-ABur_073-Ex1-10A-lcwgs-1-T.1	26.528607837971364	41.0	150.0	18.181818181818183	1123038.0	
Hte-ABur_073-Ex1-10A-lcwgs-1-T.2	24.58910774626733	41.0	150.0	18.181818181818183	1123038.0	
Hte-ABur_074-Ex1-10B-lcwgs-1-T.1	17.29206963249517	45.0	150.0	45.45454545454545	2585.0	
Hte-ABur_074-Ex1-10B-lcwgs-1-T.2	16.943907156673106	45.0	150.0	45.45454545454545	2585.0	
Hte-ABur_075-Ex1-10C-lcwgs-1-T.1	45.44838385981809	45.0	150.0	36.36363636363637	520214.0	
Hte-ABur_075-Ex1-10C-lcwgs-1-T.2	43.22482482041505	45.0	150.0	36.36363636363637	520214.0	
Hte-ABur_076-Ex1-10D-lcwgs-1-T.1	38.085243135758326	51.0	150.0	36.36363636363637	99574.0	
Hte-ABur_076-Ex1-10D-lcwgs-1-T.2	36.18414445537992	51.0	150.0	36.36363636363637	99574.0	
Hte-ABur_077-Ex1-10E-lcwgs-1-T.1	59.35314528000297	45.0	150.0	45.45454545454545	1173838.0	
Hte-ABur_077-Ex1-10E-lcwgs-1-T.2	56.0221013829326	45.0	150.0	45.45454545454545	1173838.0	
Hte-ABur_078-Ex1-10F-lcwgs-1-T.1	22.497766750388152	42.0	150.0	18.181818181818183	815954.0	
Hte-ABur_078-Ex1-10F-lcwgs-1-T.2	21.19910648256412	42.0	150.0	18.181818181818183	815954.0	
Hte-ABur_079-Ex1-10G-lcwgs-1-T.1	30.180457608583964	56.0	150.0	36.36363636363637	642829.0	
Hte-ABur_079-Ex1-10G-lcwgs-1-T.2	28.909059542497346	56.0	150.0	36.36363636363637	642829.0	
Hte-ABur_080-Ex1-10H-lcwgs-1-T.1	18.460634348057965	58.0	150.0	27.27272727272727	468849.0	
Hte-ABur_080-Ex1-10H-lcwgs-1-T.2	16.893645074260505	58.0	150.0	27.27272727272727	468849.0	
Hte-ABur_081-Ex1-11A-lcwgs-1-T.1	17.372531501556182	60.0	150.0	27.27272727272727	348623.0	
Hte-ABur_081-Ex1-11A-lcwgs-1-T.2	15.499756307224672	60.0	150.0	27.27272727272727	348623.0	
Hte-ABur_082-Ex1-11B-lcwgs-1-T.1	53.787622303871956	45.0	150.0	27.27272727272727	1347498.0	
Hte-ABur_082-Ex1-11B-lcwgs-1-T.2	51.26861647270825	45.0	150.0	45.45454545454545	1347498.0	
Hte-ABur_083-Ex1-11C-lcwgs-1-T.1	17.84722787260911	57.0	150.0	27.27272727272727	867520.0	
Hte-ABur_083-Ex1-11C-lcwgs-1-T.2	16.033734726601907	57.0	150.0	27.27272727272727	867520.0	
Hte-ABur_084-Ex1-11D-lcwgs-1-T.1	58.76814961991442	47.0	150.0	45.45454545454545	654159.0	
Hte-ABur_084-Ex1-11D-lcwgs-1-T.2	55.71923576876821	47.0	150.0	45.45454545454545	654159.0	
Hte-ABur_085-Ex1-11E-lcwgs-1-T.1	43.48937735094398	46.0	150.0	18.181818181818183	878995.0	
Hte-ABur_085-Ex1-11E-lcwgs-1-T.2	40.94278318450478	46.0	150.0	18.181818181818183	878995.0	
Hte-ABur_086-Ex1-11F-lcwgs-1-T.1	11.2089914945322	45.0	150.0	27.27272727272727	3292.0	
Hte-ABur_086-Ex1-11F-lcwgs-1-T.2	10.328068043742405	45.0	150.0	27.27272727272727	3292.0	
Hte-ABur_087-Ex1-11G-lcwgs-1-T.1	19.090307396784098	49.0	150.0	27.27272727272727	1472409.0	
Hte-ABur_087-Ex1-11G-lcwgs-1-T.2	17.975285205997167	49.0	150.0	27.27272727272727	1472409.0	
Hte-ABur_088-Ex1-11H-lcwgs-1-T.1	48.08173010225414	44.0	150.0	27.27272727272727	554023.0	
Hte-ABur_088-Ex1-11H-lcwgs-1-T.2	45.276184483010994	44.0	150.0	27.27272727272727	554023.0	
Hte-ABur_089-Ex1-12A-lcwgs-1-T.1	48.97189924413154	42.0	150.0	36.36363636363637	50141.0	
Hte-ABur_089-Ex1-12A-lcwgs-1-T.2	44.109610897269704	40.0	150.0	27.27272727272727	50141.0	
Hte-ABur_090-Ex1-12B-lcwgs-1-T.1	50.810405794434296	42.0	150.0	36.36363636363637	152146.0	
Hte-ABur_090-Ex1-12B-lcwgs-1-T.2	46.67424710475464	42.0	150.0	27.27272727272727	152146.0	
Hte-ABur_091-Ex1-12C-lcwgs-1-T.1	16.921768707482997	46.0	150.0	45.45454545454545	1176.0	
Hte-ABur_091-Ex1-12C-lcwgs-1-T.2	16.411564625850332	46.0	150.0	36.36363636363637	1176.0	
Hte-ABur_092-Ex1-12D-lcwgs-1-T.1	54.120364920649614	44.0	150.0	36.36363636363637	1465875.0	
Hte-ABur_092-Ex1-12D-lcwgs-1-T.2	51.23219986157396	44.0	150.0	36.36363636363637	1465875.0	
Hte-ABur_093-Ex1-12E-lcwgs-1-T.1	30.738162095102126	53.0	150.0	27.27272727272727	681782.0	
Hte-ABur_093-Ex1-12E-lcwgs-1-T.2	29.108547490073917	53.0	150.0	27.27272727272727	681782.0	
Hte-ABur_094-Ex1-12F-lcwgs-1-T.1	60.99887889912291	46.0	150.0	45.45454545454545	136473.0	
Hte-ABur_094-Ex1-12F-lcwgs-1-T.2	57.18860140833718	45.0	150.0	45.45454545454545	136473.0	
Hte-ABur_095-Ex1-12G-lcwgs-1-T.1	22.012221534149262	54.0	150.0	27.27272727272727	536744.0	
Hte-ABur_095-Ex1-12G-lcwgs-1-T.2	20.32057239277816	54.0	150.0	27.27272727272727	536744.0	
Hte-ABur_096-Ex1-12H-lcwgs-1-T.1	19.538288288288285	46.0	150.0	36.36363636363637	1776.0	
Hte-ABur_096-Ex1-12H-lcwgs-1-T.2	18.80630630630631	46.0	150.0	36.36363636363637	1776.0	
Hte-AJol_001-Ex1-1A-lcwgs-1-T.1	12.079975469293075	42.0	150.0	18.181818181818183	1874852.0	
Hte-AJol_001-Ex1-1A-lcwgs-1-T.2	11.362292851369247	42.0	150.0	18.181818181818183	1874852.0	
Hte-AJol_002-Ex1-2A-lcwgs-1-T.1	23.90837192466803	45.0	150.0	18.181818181818183	527044.0	
Hte-AJol_002-Ex1-2A-lcwgs-1-T.2	22.20658149199896	45.0	150.0	27.27272727272727	527044.0	
Hte-AJol_003-Ex1-3A-lcwgs-1-T.1	12.94070368362027	42.0	150.0	18.181818181818183	1720893.0	
Hte-AJol_003-Ex1-3A-lcwgs-1-T.2	12.327842035063014	42.0	150.0	18.181818181818183	1720893.0	
Hte-AJol_004-Ex1-4A-lcwgs-1-T.1	10.164364457711002	42.0	150.0	18.181818181818183	2121339.0	
Hte-AJol_004-Ex1-4A-lcwgs-1-T.2	9.692412322024708	42.0	150.0	18.181818181818183	2121339.0	
Hte-AJol_005-Ex1-5A-lcwgs-1-T.1	12.476089982151578	43.0	150.0	18.181818181818183	1558270.0	
Hte-AJol_005-Ex1-5A-lcwgs-1-T.2	11.931706833904173	43.0	150.0	18.181818181818183	1558270.0	
Hte-AJol_006-Ex1-6A-lcwgs-1-T.1	14.359003450107082	43.0	150.0	18.181818181818183	1637279.0	
Hte-AJol_006-Ex1-6A-lcwgs-1-T.2	13.777382484814098	43.0	150.0	18.181818181818183	1637279.0	
Hte-AJol_007-Ex1-7A-lcwgs-1-T.1	9.384478889253927	42.0	150.0	18.181818181818183	1308554.0	
Hte-AJol_007-Ex1-7A-lcwgs-1-T.2	9.063850206922666	42.0	150.0	18.181818181818183	1308554.0	
Hte-AJol_008-Ex1-8A-lcwgs-1-T.1	13.10409180184837	42.0	150.0	18.181818181818183	1508456.0	
Hte-AJol_008-Ex1-8A-lcwgs-1-T.2	12.52424334993843	42.0	150.0	18.181818181818183	1508456.0	
Hte-AJol_009-Ex1-9A-lcwgs-1-T.1	13.686451345434492	47.0	150.0	18.181818181818183	1110796.0	
Hte-AJol_009-Ex1-9A-lcwgs-1-T.2	12.763880656739872	47.0	150.0	18.181818181818183	1110796.0	
Hte-AJol_010-Ex1-10A-lcwgs-1-T.1	8.798995162897413	42.0	150.0	9.090909090909092	2312243.0	
Hte-AJol_010-Ex1-10A-lcwgs-1-T.2	8.2722033165483	42.0	150.0	9.090909090909092	2312243.0	
Hte-AJol_011-Ex1-11A-lcwgs-1-T.1	12.68679497281802	44.0	150.0	18.181818181818183	2697136.0	
Hte-AJol_011-Ex1-11A-lcwgs-1-T.2	11.99518686014143	44.0	150.0	18.181818181818183	2697136.0	
Hte-AJol_012-Ex1-12A-lcwgs-1-T.1	15.391752071821628	44.0	150.0	18.181818181818183	1824241.0	
Hte-AJol_012-Ex1-12A-lcwgs-1-T.2	14.68472037590847	44.0	150.0	18.181818181818183	1824241.0	
Hte-AJol_013-Ex1-1B-lcwgs-1-T.1	12.6232139812316	43.0	150.0	18.181818181818183	1844034.0	
Hte-AJol_013-Ex1-1B-lcwgs-1-T.2	12.002856344299374	43.0	150.0	18.181818181818183	1844034.0	
Hte-AJol_014-Ex1-2B-lcwgs-1-T.1	13.975821588181859	43.0	150.0	18.181818181818183	2616743.0	
Hte-AJol_014-Ex1-2B-lcwgs-1-T.2	13.333928179463967	44.0	150.0	18.181818181818183	2616743.0	
Hte-AJol_015-Ex1-3B-lcwgs-1-T.1	13.837673056379984	57.0	150.0	27.27272727272727	703265.0	
Hte-AJol_015-Ex1-3B-lcwgs-1-T.2	12.457006846596755	57.0	150.0	27.27272727272727	703265.0	
Hte-AJol_016-Ex1-4B-lcwgs-1-T.1	12.641031715443603	43.0	150.0	18.181818181818183	2159310.0	
Hte-AJol_016-Ex1-4B-lcwgs-1-T.2	12.24131582777376	43.0	150.0	18.181818181818183	2159310.0	
Hte-AJol_017-Ex1-5B-lcwgs-1-T.1	15.264215887929396	48.0	150.0	27.27272727272727	448311.0	
Hte-AJol_017-Ex1-5B-lcwgs-1-T.2	14.202359224509777	48.0	150.0	27.27272727272727	448311.0	
Hte-AJol_018-Ex1-6B-lcwgs-1-T.1	14.340704806188398	51.0	150.0	27.27272727272727	164004.0	
Hte-AJol_018-Ex1-6B-lcwgs-1-T.2	13.650855734672646	51.0	150.0	27.27272727272727	164004.0	
Hte-AJol_019-Ex1-7B-lcwgs-1-T.1	14.116157735877039	47.0	150.0	18.181818181818183	156026.0	
