Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Cha-APnd_001-Ex1-1A-lcwgs-1-1.1	5.668050428992541	1.58854079607958
Cha-APnd_001-Ex1-1A-lcwgs-1-1.2	5.76991526340319	1.1673159402733848
Cha-APnd_002-Ex1-1B-lcwgs-1-1.1	24.250126549558964	1.573343098292213
Cha-APnd_002-Ex1-1B-lcwgs-1-1.2	24.35118669380751	1.131227405069879
Cha-APnd_003-Ex1-1C-lcwgs-1-1.1	3.732268789009253	0.0
Cha-APnd_003-Ex1-1C-lcwgs-1-1.2	3.7471532695555894	0.0
Cha-APnd_004-Ex1-1D-lcwgs-1-1.1	3.955143648911647	0.0
Cha-APnd_004-Ex1-1D-lcwgs-1-1.2	4.004903933663854	0.0
Cha-APnd_005-Ex1-1E-lcwgs-1-1.1	4.168602562416276	0.10099777092052786
Cha-APnd_005-Ex1-1E-lcwgs-1-1.2	4.231339778643924	0.0
Cha-APnd_006-Ex1-1F-lcwgs-1-1.1	14.978882089951995	1.9895131549127498
Cha-APnd_006-Ex1-1F-lcwgs-1-1.2	14.96281187547644	1.3538125553701263
Cha-APnd_007-Ex1-1G-lcwgs-1-1.1	2.3978736608237248	0.0
Cha-APnd_007-Ex1-1G-lcwgs-1-1.2	2.3957755903859788	0.0
Cha-APnd_008-Ex1-1H-lcwgs-1-1.1	4.069746909705331	0.3401767462666383
Cha-APnd_008-Ex1-1H-lcwgs-1-1.2	4.109469785838671	0.10791700738637466
Cha-APnd_009-Ex1-2A-lcwgs-1-1.1	7.6194932284471415	0.24799219268190686
Cha-APnd_009-Ex1-2A-lcwgs-1-1.2	7.604424991867377	0.2522873442303446
Cha-APnd_010-Ex1-2B-lcwgs-1-1.1	5.607877468001546	0.20725361500646944
Cha-APnd_010-Ex1-2B-lcwgs-1-1.2	5.526675893920147	0.11238768586628378
Cha-APnd_011-Ex1-2C-lcwgs-1-1.1	9.37347282755044	0.997399443485893
Cha-APnd_011-Ex1-2C-lcwgs-1-1.2	9.437925738278796	0.7257497481723796
Cha-APnd_012-Ex1-2D-lcwgs-1-1.1	2.252788392939132	0.0
Cha-APnd_012-Ex1-2D-lcwgs-1-1.2	2.250360248359457	0.0
Cha-APnd_013-Ex1-2E-lcwgs-1-1.1	3.0154114889665236	0.0
Cha-APnd_013-Ex1-2E-lcwgs-1-1.2	2.937469597134392	0.0
Cha-APnd_014-Ex1-2F-lcwgs-1-1.1	2.3721634634985453	0.0
Cha-APnd_014-Ex1-2F-lcwgs-1-1.2	2.3903041310975555	0.0
Cha-APnd_015-Ex1-2G-lcwgs-1-1.1	3.6489890690047257	0.21692492485314263
Cha-APnd_015-Ex1-2G-lcwgs-1-1.2	3.6765868305437683	0.10414352139831573
Cha-APnd_016-Ex1-2H-lcwgs-1-1.1	1.6217077348464208	0.0
