Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Cha-APnd_001-Ex1-1A-lcwgs-1-1.1	Cha-APnd_001-Ex1-1A-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	508517.0	0.0	150.0	41.0	58.59478236094298	150.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_001-Ex1-1A-lcwgs-1-1.2	Cha-APnd_001-Ex1-1A-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	508517.0	0.0	150.0	41.0	61.681904355533966	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_002-Ex1-1B-lcwgs-1-1.1	Cha-APnd_002-Ex1-1B-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	557094.0	0.0	150.0	44.0	47.21986226992313	150.0	pass	warn	warn	pass	fail	warn	pass	pass	fail	fail	fail
Cha-APnd_002-Ex1-1B-lcwgs-1-1.2	Cha-APnd_002-Ex1-1B-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	557094.0	0.0	150.0	44.0	50.04761474503188	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	fail	fail
Cha-APnd_003-Ex1-1C-lcwgs-1-1.1	Cha-APnd_003-Ex1-1C-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3399514.0	0.0	150.0	44.0	63.856150957584646	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_003-Ex1-1C-lcwgs-1-1.2	Cha-APnd_003-Ex1-1C-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3399514.0	0.0	150.0	45.0	65.93674779029463	150.0	pass	warn	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_004-Ex1-1D-lcwgs-1-1.1	Cha-APnd_004-Ex1-1D-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2690901.0	0.0	150.0	44.0	63.97234611367173	150.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_004-Ex1-1D-lcwgs-1-1.2	Cha-APnd_004-Ex1-1D-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2690901.0	0.0	150.0	44.0	66.75331177591548	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_005-Ex1-1E-lcwgs-1-1.1	Cha-APnd_005-Ex1-1E-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3170367.0	0.0	150.0	43.0	64.01709547848955	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_005-Ex1-1E-lcwgs-1-1.2	Cha-APnd_005-Ex1-1E-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3170367.0	0.0	150.0	44.0	65.9677904346853	150.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_006-Ex1-1F-lcwgs-1-1.1	Cha-APnd_006-Ex1-1F-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	970740.0	0.0	150.0	43.0	50.147503109571986	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	fail	fail
Cha-APnd_006-Ex1-1F-lcwgs-1-1.2	Cha-APnd_006-Ex1-1F-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	970740.0	0.0	150.0	43.0	52.8818789257198	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_007-Ex1-1G-lcwgs-1-1.1	Cha-APnd_007-Ex1-1G-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	905594.0	0.0	150.0	44.0	70.08226425004065	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_007-Ex1-1G-lcwgs-1-1.2	Cha-APnd_007-Ex1-1G-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	905594.0	0.0	150.0	44.0	71.83110607694778	150.0	pass	warn	warn	pass	fail	pass	pass	pass	pass	fail	fail
Cha-APnd_008-Ex1-1H-lcwgs-1-1.1	Cha-APnd_008-Ex1-1H-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3652807.0	0.0	150.0	44.0	60.321400785997014	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_008-Ex1-1H-lcwgs-1-1.2	Cha-APnd_008-Ex1-1H-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3652807.0	0.0	150.0	44.0	62.19846921115432	150.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_009-Ex1-2A-lcwgs-1-1.1	Cha-APnd_009-Ex1-2A-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2840412.0	0.0	150.0	43.0	58.32495763384713	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_009-Ex1-2A-lcwgs-1-1.2	Cha-APnd_009-Ex1-2A-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2840412.0	0.0	150.0	43.0	60.68321184510732	150.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_010-Ex1-2B-lcwgs-1-1.1	Cha-APnd_010-Ex1-2B-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1529527.0	0.0	150.0	44.0	65.58526888862792	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_010-Ex1-2B-lcwgs-1-1.2	Cha-APnd_010-Ex1-2B-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1529527.0	0.0	150.0	44.0	67.64753678449328	150.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_011-Ex1-2C-lcwgs-1-1.1	Cha-APnd_011-Ex1-2C-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1604272.0	0.0	150.0	44.0	53.71687093074	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_011-Ex1-2C-lcwgs-1-1.2	Cha-APnd_011-Ex1-2C-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1604272.0	0.0	150.0	44.0	56.102700681130244	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_012-Ex1-2D-lcwgs-1-1.1	Cha-APnd_012-Ex1-2D-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2265104.0	0.0	150.0	44.0	70.1198262955949	150.0	pass	warn	warn	pass	warn	warn	pass	pass	pass	fail	fail
Cha-APnd_012-Ex1-2D-lcwgs-1-1.2	Cha-APnd_012-Ex1-2D-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2265104.0	0.0	150.0	44.0	72.12877382956778	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	fail	fail
Cha-APnd_013-Ex1-2E-lcwgs-1-1.1	Cha-APnd_013-Ex1-2E-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	542712.0	0.0	150.0	42.0	78.84672815064559	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	fail	fail
Cha-APnd_013-Ex1-2E-lcwgs-1-1.2	Cha-APnd_013-Ex1-2E-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	542712.0	0.0	150.0	43.0	80.03644025321644	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_014-Ex1-2F-lcwgs-1-1.1	Cha-APnd_014-Ex1-2F-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2673551.0	0.0	150.0	44.0	71.53857433822614	150.0	pass	warn	warn	pass	warn	warn	pass	pass	pass	fail	fail
Cha-APnd_014-Ex1-2F-lcwgs-1-1.2	Cha-APnd_014-Ex1-2F-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2673551.0	0.0	150.0	44.0	73.06951916343448	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_015-Ex1-2G-lcwgs-1-1.1	Cha-APnd_015-Ex1-2G-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1840729.0	0.0	150.0	42.0	67.26987264905499	150.0	pass	pass	warn	pass	pass	pass	pass	pass	warn	fail	fail
Cha-APnd_015-Ex1-2G-lcwgs-1-1.2	Cha-APnd_015-Ex1-2G-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1840729.0	0.0	150.0	42.0	69.5111037456084	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_016-Ex1-2H-lcwgs-1-1.1	Cha-APnd_016-Ex1-2H-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2554776.0	0.0	150.0	44.0	70.5828024730851	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_016-Ex1-2H-lcwgs-1-1.2	Cha-APnd_016-Ex1-2H-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2554776.0	0.0	150.0	44.0	72.18150688836343	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_017-Ex1-3A-lcwgs-1-1.1	Cha-APnd_017-Ex1-3A-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2473231.0	0.0	150.0	44.0	53.05624104390299	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_017-Ex1-3A-lcwgs-1-1.2	Cha-APnd_017-Ex1-3A-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2473231.0	0.0	150.0	44.0	55.366343100918314	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_018-Ex1-3B-lcwgs-1-1.1	Cha-APnd_018-Ex1-3B-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	282238.0	0.0	150.0	44.0	76.57771392632132	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_018-Ex1-3B-lcwgs-1-1.2	Cha-APnd_018-Ex1-3B-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	282238.0	0.0	150.0	44.0	78.37635014980451	150.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_019-Ex1-3C-lcwgs-1-1.1	Cha-APnd_019-Ex1-3C-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62511.0	0.0	150.0	44.0	79.6675785061829	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_019-Ex1-3C-lcwgs-1-1.2	Cha-APnd_019-Ex1-3C-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62511.0	0.0	150.0	44.0	81.00494313000912	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	fail	fail
Cha-APnd_020-Ex1-3D-lcwgs-1-1.1	Cha-APnd_020-Ex1-3D-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37869.0	0.0	150.0	48.0	71.49119332435502	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	fail	fail
Cha-APnd_020-Ex1-3D-lcwgs-1-1.2	Cha-APnd_020-Ex1-3D-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37869.0	0.0	150.0	48.0	74.15564181784573	150.0	pass	pass	fail	pass	fail	warn	pass	pass	pass	fail	fail
Cha-APnd_021-Ex1-3E-lcwgs-1-1.1	Cha-APnd_021-Ex1-3E-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	655736.0	0.0	150.0	44.0	69.51664286210715	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_021-Ex1-3E-lcwgs-1-1.2	Cha-APnd_021-Ex1-3E-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	655736.0	0.0	150.0	44.0	71.34763172685959	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_022-Ex1-3F-lcwgs-1-1.1	Cha-APnd_022-Ex1-3F-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2478749.0	0.0	150.0	44.0	64.51780215730132	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_022-Ex1-3F-lcwgs-1-1.2	Cha-APnd_022-Ex1-3F-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2478749.0	0.0	150.0	44.0	66.20912508527468	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_023-Ex1-3G-lcwgs-1-1.1	Cha-APnd_023-Ex1-3G-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15077.0	0.0	150.0	44.0	84.83119984081713	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_023-Ex1-3G-lcwgs-1-1.2	Cha-APnd_023-Ex1-3G-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15077.0	0.0	150.0	44.0	85.62048152815547	150.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_024-Ex1-3H-lcwgs-1-1.1	Cha-APnd_024-Ex1-3H-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12143.0	0.0	150.0	44.0	93.14008070493288	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	fail	fail
Cha-APnd_024-Ex1-3H-lcwgs-1-1.2	Cha-APnd_024-Ex1-3H-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12143.0	0.0	150.0	44.0	93.64242773614428	150.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_025-Ex1-4A-lcwgs-1-1.1	Cha-APnd_025-Ex1-4A-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	100941.0	0.0	150.0	41.0	68.30722897534203	150.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_025-Ex1-4A-lcwgs-1-1.2	Cha-APnd_025-Ex1-4A-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	100941.0	0.0	150.0	42.0	71.09103337593248	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	fail	fail
Cha-APnd_026-Ex1-4B-lcwgs-1-1.1	Cha-APnd_026-Ex1-4B-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2784499.0	0.0	150.0	44.0	65.70469892331077	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_026-Ex1-4B-lcwgs-1-1.2	Cha-APnd_026-Ex1-4B-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2784499.0	0.0	150.0	44.0	67.35832443143136	150.0	pass	warn	fail	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_027-Ex1-4C-lcwgs-1-1.1	Cha-APnd_027-Ex1-4C-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2487991.0	0.0	150.0	44.0	66.8531373894926	150.0	pass	fail	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_027-Ex1-4C-lcwgs-1-1.2	Cha-APnd_027-Ex1-4C-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2487991.0	0.0	150.0	44.0	68.32487173261956	150.0	pass	fail	warn	pass	fail	pass	pass	pass	warn	fail	fail
Cha-APnd_028-Ex1-4D-lcwgs-1-1.1	Cha-APnd_028-Ex1-4D-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2874631.0	0.0	150.0	42.0	71.6818903011645	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	fail	fail
Cha-APnd_028-Ex1-4D-lcwgs-1-1.2	Cha-APnd_028-Ex1-4D-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2874631.0	0.0	150.0	43.0	73.51652722919846	150.0	pass	pass	fail	pass	fail	pass	pass	pass	pass	fail	fail
Cha-APnd_029-Ex1-4E-lcwgs-1-1.1	Cha-APnd_029-Ex1-4E-lcwgs-1-1.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2487583.0	0.0	150.0	44.0	63.4982796483349	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
Cha-APnd_029-Ex1-4E-lcwgs-1-1.2	Cha-APnd_029-Ex1-4E-lcwgs-1-1.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2487583.0	0.0	150.0	44.0	65.18758735285536	150.0	pass	warn	warn	pass	warn	pass	pass	pass	warn	fail	fail
