pos	3pG>A
1	0.00357120866941691
2	0.00631156163335565
3	0.00480245369062513
4	0.00427712185341947
5	0.00371763862760907
6	0.00414958016012498
7	0.00473757547607989
8	0.0047886828925402
9	0.00479287915097569
10	0.00476460043400321
11	0.00361456029937064
12	0.00320526337986589
13	0.00438989046583983
14	0.00428552876498853
15	0.0046119039331709
16	0.00421607378129117
17	0.00352895046399163
18	0.00336156465554876
19	0.0043894302519533
20	0.00431889295315323
21	0.00430434782608696
22	0.00347342827370615
23	0.00442727548938756
24	0.00397983550013266
25	0.00451407328730749
