Sample	Unique Reads	Duplicate Reads
Hte-ABur_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1	42774.0	3987.0
Hte-ABur_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2	43719.0	3042.0
Hte-ABur_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1	4816.0	115.0
Hte-ABur_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2	4830.0	101.0
Hte-ABur_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R1	35093.0	1067.0
Hte-ABur_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R2	35330.0	830.0
Hte-ABur_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R1	1382060.0	24638.0
Hte-ABur_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R2	1384614.0	22084.0
Hte-ABur_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R1	4780.0	31.0
Hte-ABur_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R2	4793.0	18.0
Hte-ABur_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R1	2962.0	10.0
Hte-ABur_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R2	2962.0	10.0
Hte-ABur_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R1	12467.0	259.0
Hte-ABur_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R2	12530.0	196.0
Hte-ABur_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1	2013.0	13.0
Hte-ABur_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R2	2016.0	10.0
Hte-ABur_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1	7034.0	139.0
Hte-ABur_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2	7053.0	120.0
Hte-ABur_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1	4323.0	21.0
Hte-ABur_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2	4328.0	16.0
Hte-ABur_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R1	113009.0	4546.0
Hte-ABur_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R2	114026.0	3529.0
Hte-ABur_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R1	8443.0	89.0
Hte-ABur_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R2	8449.0	83.0
Hte-ABur_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R1	342334.0	32011.0
Hte-ABur_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R2	345398.0	28947.0
Hte-ABur_014-Ex1-2F-lcwgs-1-T.clmp.fp2_repr.R1	5345.0	19.0
Hte-ABur_014-Ex1-2F-lcwgs-1-T.clmp.fp2_repr.R2	5342.0	22.0
Hte-ABur_015-Ex1-2G-lcwgs-1-T.clmp.fp2_repr.R1	17640.0	420.0
Hte-ABur_015-Ex1-2G-lcwgs-1-T.clmp.fp2_repr.R2	17704.0	356.0
Hte-ABur_016-Ex1-2H-lcwgs-1-T.clmp.fp2_repr.R1	25057.0	912.0
Hte-ABur_016-Ex1-2H-lcwgs-1-T.clmp.fp2_repr.R2	25250.0	719.0
Hte-ABur_017-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R1	490327.0	20458.0
Hte-ABur_017-Ex1-3A-lcwgs-1-T.clmp.fp2_repr.R2	493468.0	17317.0
Hte-ABur_018-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R1	11973.0	243.0
Hte-ABur_018-Ex1-3B-lcwgs-1-T.clmp.fp2_repr.R2	12021.0	195.0
Hte-ABur_019-Ex1-3C-lcwgs-1-T.clmp.fp2_repr.R1	160422.0	42943.0
Hte-ABur_019-Ex1-3C-lcwgs-1-T.clmp.fp2_repr.R2	165825.0	37540.0
Hte-ABur_020-Ex1-3D-lcwgs-1-T.clmp.fp2_repr.R1	144495.0	16387.0
