pos	3pG>A
1	0.0307426868480903
2	0.0318252730109204
3	0.0171189218721544
4	0.0173799477596946
5	0.0155931512433755
6	0.0172704296545914
7	0.016323199347072
8	0.0179440389294404
9	0.0168667526540331
10	0.0174245643858904
11	0.0136007147820907
12	0.0127502739316665
13	0.0128051220488195
14	0.0152818540633539
15	0.0154587432242522
16	0.0125798924622096
17	0.0132779241840665
18	0.0151376612821294
19	0.016093341380004
20	0.0146142054164538
21	0.0149847094801223
22	0.0147058823529412
23	0.0127772666871103
24	0.0118306351183064
25	0.0128794848206072
