#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.97594	0.02018	0.00000	0.00000	0.00000	0.00389
2	0.97885	0.01774	0.00000	0.00000	0.00000	0.00340
3	0.98080	0.01580	0.00000	0.00000	0.00000	0.00340
4	0.98153	0.01507	0.00000	0.00000	0.00000	0.00340
5	0.97982	0.01702	0.00000	0.00000	0.00000	0.00316
6	0.98542	0.01142	0.00000	0.00000	0.00000	0.00316
7	0.98736	0.00924	0.00024	0.00049	0.00000	0.00292
8	0.98663	0.01021	0.00000	0.00024	0.00000	0.00292
9	0.98493	0.01215	0.00000	0.00024	0.00000	0.00267
10	0.98614	0.01118	0.00000	0.00000	0.00000	0.00267
11	0.98687	0.01045	0.00024	0.00000	0.00000	0.00267
12	0.98930	0.00778	0.00024	0.00024	0.00000	0.00267
13	0.98809	0.00875	0.00049	0.00049	0.00000	0.00267
14	0.98809	0.00899	0.00049	0.00049	0.00000	0.00243
15	0.98858	0.00875	0.00000	0.00049	0.00000	0.00219
16	0.98979	0.00778	0.00000	0.00049	0.00000	0.00194
17	0.98858	0.00924	0.00000	0.00049	0.00000	0.00170
18	0.98760	0.01021	0.00024	0.00049	0.00000	0.00170
19	0.99003	0.00802	0.00000	0.00024	0.00000	0.00170
20	0.99125	0.00681	0.00024	0.00024	0.00000	0.00170
21	0.99003	0.00754	0.00024	0.00073	0.00000	0.00170
22	0.98809	0.00948	0.00000	0.00073	0.00000	0.00170
23	0.99028	0.00729	0.00024	0.00073	0.00000	0.00170
24	0.99174	0.00632	0.00000	0.00049	0.00000	0.00146
25	0.99222	0.00559	0.00000	0.00073	0.00000	0.00146
26	0.99101	0.00705	0.00000	0.00049	0.00000	0.00146
27	0.98955	0.00875	0.00000	0.00024	0.00000	0.00146
28	0.99125	0.00729	0.00000	0.00000	0.00000	0.00146
29	0.99198	0.00681	0.00000	0.00000	0.00000	0.00122
30	0.99222	0.00656	0.00024	0.00000	0.00000	0.00122
31	0.98979	0.00924	0.00000	0.00000	0.00000	0.00097
32	0.99125	0.00778	0.00000	0.00000	0.00000	0.00097
33	0.99076	0.00826	0.00000	0.00000	0.00000	0.00097
34	0.99319	0.00535	0.00000	0.00049	0.00000	0.00097
35	0.99222	0.00632	0.00049	0.00049	0.00000	0.00097
36	0.99197	0.00705	0.00000	0.00000	0.00000	0.00097
37	0.99294	0.00608	0.00049	0.00000	0.00000	0.00097
38	0.99415	0.00512	0.00000	0.00000	0.00000	0.00073
39	0.99342	0.00585	0.00000	0.00000	0.00000	0.00073
40	0.99219	0.00708	0.00000	0.00000	0.00000	0.00073
41	0.99122	0.00805	0.00000	0.00000	0.00000	0.00073
42	0.99487	0.00440	0.00024	0.00000	0.00000	0.00073
43	0.99144	0.00782	0.00000	0.00000	0.00000	0.00073
44	0.99217	0.00710	0.00000	0.00000	0.00000	0.00073
45	0.99241	0.00686	0.00000	0.00000	0.00000	0.00073
46	0.99190	0.00711	0.00000	0.00025	0.00000	0.00074
47	0.99288	0.00614	0.00025	0.00025	0.00000	0.00074
48	0.99188	0.00713	0.00000	0.00025	0.00000	0.00074
49	0.99409	0.00517	0.00000	0.00025	0.00000	0.00049
50	0.99284	0.00593	0.00025	0.00074	0.00000	0.00049
51	0.99209	0.00717	0.00025	0.00025	0.00000	0.00049
52	0.99306	0.00644	0.00000	0.00000	0.00000	0.00050
53	0.98934	0.01017	0.00000	0.00000	0.00000	0.00050
54	0.99081	0.00845	0.00025	0.00050	0.00000	0.00025
55	0.99205	0.00771	0.00000	0.00000	0.00000	0.00025
56	0.99253	0.00722	0.00000	0.00000	0.00000	0.00025
57	0.99326	0.00649	0.00000	0.00000	0.00000	0.00025
