#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7283376	6686250	91.80	12034	0.17	4306	0.06	48177	0.66	532609	7.31
Ecoli	7283376	7283370	100.00	0	0.00	0	0.00	0	0.00	6	0.00
PhiX	7283376	7283376	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7283376	7283358	100.00	0	0.00	0	0.00	0	0.00	18	0.00
Vectors	7283376	7207442	98.96	9	0.00	0	0.00	2057	0.03	73868	1.01
Bacteria_24k	7283376	6994151	96.03	1378	0.02	1012	0.01	28251	0.39	258584	3.55
Protists_1k	7283376	6554032	89.98	38429	0.53	76293	1.05	17411	0.24	597211	8.20
Viruses	7283376	6965712	95.64	463	0.01	146	0.00	27214	0.37	289841	3.98
Fungi_RefSeq_release	7283376	6729720	92.40	7053	0.10	1533	0.02	51148	0.70	493922	6.78
Coral	7283376	6940476	95.30	1276	0.02	281	0.00	46081	0.63	295262	4.05
Bird	7283376	6852722	94.09	5154	0.07	784	0.01	56998	0.78	367718	5.05
Plant	7283376	6856820	94.14	1786	0.02	517	0.01	41274	0.57	382979	5.26

%Hit_no_genomes: 89.18
