#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9799748	9019158	92.03	16210	0.17	5956	0.06	64710	0.66	693714	7.08
Ecoli	9799748	9799746	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	9799748	9799748	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9799748	9799738	100.00	0	0.00	0	0.00	0	0.00	10	0.00
Vectors	9799748	9703737	99.02	18	0.00	5	0.00	2641	0.03	93347	0.95
Bacteria_24k	9799748	9426560	96.19	1022	0.01	552	0.01	36297	0.37	335317	3.42
Protists_1k	9799748	8843693	90.24	50519	0.52	101948	1.04	23129	0.24	780459	7.96
Viruses	9799748	9388880	95.81	598	0.01	180	0.00	36294	0.37	373796	3.81
Fungi_RefSeq_release	9799748	9074956	92.60	9418	0.10	1993	0.02	68409	0.70	644972	6.58
Coral	9799748	9351576	95.42	1763	0.02	788	0.01	60828	0.62	384793	3.93
Bird	9799748	9239317	94.28	6802	0.07	1064	0.01	73224	0.75	479341	4.89
Plant	9799748	9244650	94.33	2548	0.03	643	0.01	54211	0.55	497696	5.08

%Hit_no_genomes: 89.46
