#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3048770	2798407	91.78	5147	0.17	1809	0.06	20944	0.69	222463	7.30
Ecoli	3048770	3048769	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	3048770	3048770	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3048770	3048761	100.00	0	0.00	0	0.00	0	0.00	9	0.00
Vectors	3048770	3015933	98.92	6	0.00	1	0.00	892	0.03	31938	1.05
Bacteria_24k	3048770	2930164	96.11	392	0.01	234	0.01	11830	0.39	106150	3.48
Protists_1k	3048770	2741995	89.94	16189	0.53	32124	1.05	7539	0.25	250923	8.23
Viruses	3048770	2917721	95.70	174	0.01	58	0.00	11559	0.38	119258	3.91
Fungi_RefSeq_release	3048770	2816512	92.38	2867	0.09	621	0.02	22125	0.73	206645	6.78
Coral	3048770	2905089	95.28	521	0.02	319	0.01	19451	0.64	123390	4.05
Bird	3048770	2868708	94.09	2128	0.07	322	0.01	23477	0.77	154135	5.06
Plant	3048770	2871548	94.18	786	0.03	173	0.01	17346	0.57	158917	5.21

%Hit_no_genomes: 89.15
