#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5755557	5269929	91.56	9715	0.17	3476	0.06	38388	0.67	434049	7.54
Ecoli	5755557	5755553	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	5755557	5755557	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5755557	5755553	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	5755557	5692783	98.91	13	0.00	0	0.00	1657	0.03	61104	1.06
Bacteria_24k	5755557	5520440	95.92	861	0.01	613	0.01	23245	0.40	210398	3.66
Protists_1k	5755557	5165049	89.74	30645	0.53	60000	1.04	14324	0.25	485539	8.44
Viruses	5755557	5494521	95.46	489	0.01	143	0.00	22809	0.40	237595	4.13
Fungi_RefSeq_release	5755557	5307826	92.23	5459	0.09	1257	0.02	41712	0.72	399303	6.94
Coral	5755557	5480064	95.22	1040	0.02	220	0.00	36874	0.64	237359	4.12
Bird	5755557	5408026	93.96	4445	0.08	708	0.01	48638	0.85	293740	5.10
Plant	5755557	5413227	94.04	1519	0.03	380	0.01	32745	0.57	307686	5.35

%Hit_no_genomes: 88.93
