#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	13623559	12578965	92.33	22861	0.17	8223	0.06	86187	0.63	927323	6.81
Ecoli	13623559	13623549	100.00	0	0.00	0	0.00	1	0.00	9	0.00
PhiX	13623559	13623559	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	13623559	13623541	100.00	0	0.00	0	0.00	4	0.00	14	0.00
Vectors	13623559	13490400	99.02	34	0.00	5	0.00	3777	0.03	129343	0.95
Bacteria_24k	13623559	13121437	96.31	2130	0.02	1464	0.01	49731	0.37	448797	3.29
Protists_1k	13623559	12345571	90.62	68658	0.50	135253	0.99	32476	0.24	1041601	7.65
Viruses	13623559	13065517	95.90	935	0.01	253	0.00	50413	0.37	506441	3.72
Fungi_RefSeq_release	13623559	12657201	92.90	12948	0.10	2755	0.02	91588	0.67	859067	6.31
Coral	13623559	13024901	95.61	2474	0.02	1614	0.01	81750	0.60	512820	3.76
Bird	13623559	12875232	94.51	9676	0.07	1597	0.01	100002	0.73	637052	4.68
Plant	13623559	12882197	94.55	3521	0.03	861	0.01	71704	0.53	665276	4.88

%Hit_no_genomes: 89.81
