#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7421011	6816455	91.85	12529	0.17	4394	0.06	49778	0.67	537855	7.25
Ecoli	7421011	7421006	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	7421011	7421011	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7421011	7420997	100.00	0	0.00	0	0.00	0	0.00	14	0.00
Vectors	7421011	7342713	98.94	15	0.00	2	0.00	2194	0.03	76087	1.03
Bacteria_24k	7421011	7133506	96.13	1094	0.01	730	0.01	28490	0.38	257191	3.47
Protists_1k	7421011	6683337	90.06	39028	0.53	77472	1.04	17728	0.24	603446	8.13
Viruses	7421011	7102239	95.71	510	0.01	143	0.00	27041	0.36	291078	3.92
Fungi_RefSeq_release	7421011	6861938	92.46	7133	0.10	1532	0.02	51869	0.70	498539	6.72
Coral	7421011	7077539	95.37	1329	0.02	281	0.00	47407	0.64	294455	3.97
Bird	7421011	6986501	94.15	5418	0.07	946	0.01	57811	0.78	370335	4.99
Plant	7421011	6990280	94.19	2102	0.03	499	0.01	42147	0.57	385983	5.20

%Hit_no_genomes: 89.25
