#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	15002557	13840948	92.26	24523	0.16	8830	0.06	97483	0.65	1030773	6.87
Ecoli	15002557	15002553	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	15002557	15002557	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	15002557	15002545	100.00	0	0.00	0	0.00	1	0.00	11	0.00
Vectors	15002557	14860434	99.05	33	0.00	0	0.00	4166	0.03	137924	0.92
Bacteria_24k	15002557	14449171	96.31	1822	0.01	1266	0.01	54389	0.36	495909	3.31
Protists_1k	15002557	13576810	90.50	77220	0.51	154129	1.03	34172	0.23	1160226	7.73
Viruses	15002557	14394438	95.94	922	0.01	254	0.00	52448	0.35	554495	3.70
Fungi_RefSeq_release	15002557	13927289	92.83	14019	0.09	3108	0.02	101504	0.68	956637	6.38
Coral	15002557	14342806	95.60	2623	0.02	573	0.00	89888	0.60	566667	3.78
Bird	15002557	14171288	94.46	10614	0.07	1977	0.01	108806	0.73	709872	4.73
Plant	15002557	14177365	94.49	3994	0.03	918	0.01	81113	0.54	739167	4.93

%Hit_no_genomes: 89.71
