#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9124905	8376858	91.80	15162	0.17	5519	0.06	61063	0.67	666303	7.30
Ecoli	9124905	9124903	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	9124905	9124905	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9124905	9124893	100.00	0	0.00	0	0.00	0	0.00	12	0.00
Vectors	9124905	9028527	98.94	21	0.00	1	0.00	2576	0.03	93780	1.03
Bacteria_24k	9124905	8764647	96.05	1048	0.01	603	0.01	35028	0.38	323579	3.55
Protists_1k	9124905	8212151	90.00	47599	0.52	95985	1.05	21217	0.23	747953	8.20
Viruses	9124905	8727007	95.63	550	0.01	161	0.00	33326	0.37	363861	3.99
Fungi_RefSeq_release	9124905	8431049	92.40	8572	0.09	1950	0.02	63878	0.70	619456	6.79
Coral	9124905	8695282	95.29	1615	0.02	343	0.00	57514	0.63	370151	4.06
Bird	9124905	8585418	94.09	6671	0.07	1061	0.01	69001	0.76	462754	5.07
Plant	9124905	8589485	94.13	2418	0.03	571	0.01	51230	0.56	481201	5.27

%Hit_no_genomes: 89.21
