#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3790598	3488880	92.04	6387	0.17	2265	0.06	24775	0.65	268291	7.08
Ecoli	3790598	3790596	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	3790598	3790598	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3790598	3790595	100.00	0	0.00	0	0.00	1	0.00	2	0.00
Vectors	3790598	3750660	98.94	5	0.00	1	0.00	1044	0.03	38888	1.03
Bacteria_24k	3790598	3644942	96.17	543	0.01	375	0.01	14209	0.37	130529	3.44
Protists_1k	3790598	3422178	90.27	19584	0.52	38883	1.03	8932	0.24	301021	7.94
Viruses	3790598	3630208	95.77	262	0.01	69	0.00	13813	0.36	146246	3.86
Fungi_RefSeq_release	3790598	3511047	92.63	3728	0.10	898	0.02	25720	0.68	249205	6.57
Coral	3790598	3616137	95.40	718	0.02	153	0.00	23450	0.62	150140	3.96
Bird	3790598	3571770	94.23	2647	0.07	461	0.01	28137	0.74	187583	4.95
Plant	3790598	3575407	94.32	1018	0.03	259	0.01	20857	0.55	193057	5.09

%Hit_no_genomes: 89.47
