#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2565449	2331250	90.88	4478	0.17	1569	0.06	18838	0.73	209314	8.16
Ecoli	2565449	2565445	100.00	0	0.00	0	0.00	1	0.00	3	0.00
PhiX	2565449	2565449	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2565449	2565445	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	2565449	2534400	98.79	4	0.00	1	0.00	829	0.03	30215	1.18
Bacteria_24k	2565449	2452996	95.62	334	0.01	243	0.01	11120	0.43	100756	3.93
Protists_1k	2565449	2279725	88.86	14568	0.57	29441	1.15	6760	0.26	234955	9.16
Viruses	2565449	2440704	95.14	193	0.01	48	0.00	10800	0.42	113704	4.43
Fungi_RefSeq_release	2565449	2347212	91.49	2707	0.11	533	0.02	20222	0.79	194775	7.59
Coral	2565449	2430167	94.72	487	0.02	154	0.01	18453	0.72	116188	4.53
Bird	2565449	2396373	93.42	1914	0.07	332	0.01	21596	0.84	145234	5.66
Plant	2565449	2397215	93.43	684	0.03	195	0.01	16365	0.64	150990	5.89

%Hit_no_genomes: 88.03
