#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6656896	6113658	91.84	11019	0.17	4027	0.06	44091	0.66	484101	7.27
Ecoli	6656896	6656892	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	6656896	6656896	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6656896	6656880	100.00	0	0.00	0	0.00	0	0.00	16	0.00
Vectors	6656896	6587149	98.95	16	0.00	4	0.00	1929	0.03	67798	1.02
Bacteria_24k	6656896	6393852	96.05	1074	0.02	819	0.01	25333	0.38	235818	3.54
Protists_1k	6656896	5993248	90.03	35150	0.53	69039	1.04	15933	0.24	543526	8.16
Viruses	6656896	6365275	95.61	467	0.01	105	0.00	25730	0.39	265319	3.99
Fungi_RefSeq_release	6656896	6152876	92.43	6593	0.10	1375	0.02	47064	0.71	448988	6.74
Coral	6656896	6345796	95.33	1185	0.02	331	0.00	41769	0.63	267815	4.02
Bird	6656896	6266732	94.15	4791	0.07	836	0.01	52168	0.78	332369	4.99
Plant	6656896	6270738	94.19	1756	0.03	448	0.01	37447	0.56	346507	5.21

%Hit_no_genomes: 89.22
