#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3239062	2977684	91.93	5396	0.17	1932	0.06	21361	0.66	232689	7.18
Ecoli	3239062	3239059	100.00	0	0.00	0	0.00	1	0.00	2	0.00
PhiX	3239062	3239062	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3239062	3239061	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	3239062	3206469	98.99	5	0.00	3	0.00	867	0.03	31718	0.98
Bacteria_24k	3239062	3113775	96.14	485	0.01	267	0.01	12312	0.38	112223	3.46
Protists_1k	3239062	2919320	90.13	16750	0.52	33790	1.04	7715	0.24	261487	8.07
Viruses	3239062	3100846	95.73	220	0.01	60	0.00	12185	0.38	125751	3.88
Fungi_RefSeq_release	3239062	2997003	92.52	3123	0.10	659	0.02	22697	0.70	215580	6.66
Coral	3239062	3089225	95.37	610	0.02	325	0.01	20068	0.62	128834	3.98
Bird	3239062	3052389	94.24	2214	0.07	404	0.01	24739	0.76	159316	4.92
Plant	3239062	3053482	94.27	818	0.03	190	0.01	18256	0.56	166316	5.13

%Hit_no_genomes: 89.33
