#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	10025649	9160831	91.37	17084	0.17	6202	0.06	68712	0.69	772820	7.71
Ecoli	10025649	10025642	100.00	0	0.00	0	0.00	5	0.00	2	0.00
PhiX	10025649	10025649	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	10025649	10025636	100.00	0	0.00	0	0.00	1	0.00	12	0.00
Vectors	10025649	9915769	98.90	18	0.00	0	0.00	2992	0.03	106870	1.07
Bacteria_24k	10025649	9610215	95.85	1763	0.02	1186	0.01	41034	0.41	371451	3.71
Protists_1k	10025649	8969688	89.47	54408	0.54	110376	1.10	24954	0.25	866223	8.64
Viruses	10025649	9564959	95.40	707	0.01	196	0.00	40850	0.41	418937	4.18
Fungi_RefSeq_release	10025649	9226416	92.03	9870	0.10	2074	0.02	74628	0.74	712661	7.11
Coral	10025649	9533445	95.08	1872	0.02	976	0.01	65717	0.66	423639	4.23
Bird	10025649	9407571	93.83	7578	0.08	1201	0.01	82975	0.83	526324	5.25
Plant	10025649	9411049	93.86	2686	0.03	680	0.01	59318	0.59	551916	5.51

%Hit_no_genomes: 88.64
