#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5265015	4847963	92.08	8548	0.16	3176	0.06	34331	0.65	370997	7.05
Ecoli	5265015	5265010	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	5265015	5265015	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5265015	5265004	100.00	0	0.00	0	0.00	1	0.00	10	0.00
Vectors	5265015	5210457	98.96	12	0.00	1	0.00	1381	0.03	53164	1.01
Bacteria_24k	5265015	5063962	96.18	763	0.01	525	0.01	19424	0.37	180341	3.43
Protists_1k	5265015	4753723	90.29	27304	0.52	54212	1.03	12574	0.24	417202	7.92
Viruses	5265015	5042495	95.77	339	0.01	102	0.00	19336	0.37	202743	3.85
Fungi_RefSeq_release	5265015	4877184	92.63	5143	0.10	1093	0.02	36147	0.69	345448	6.56
Coral	5265015	5024486	95.43	932	0.02	332	0.01	32329	0.61	206936	3.93
Bird	5265015	4965598	94.31	3629	0.07	552	0.01	38732	0.74	256504	4.87
Plant	5265015	4965701	94.31	1396	0.03	348	0.01	28942	0.55	268628	5.10

%Hit_no_genomes: 89.50
