#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5085508	4624703	90.94	8717	0.17	3067	0.06	37072	0.73	411949	8.10
Ecoli	5085508	5085507	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	5085508	5085508	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5085508	5085493	100.00	0	0.00	0	0.00	0	0.00	15	0.00
Vectors	5085508	5031374	98.94	15	0.00	1	0.00	1567	0.03	52551	1.03
Bacteria_24k	5085508	4867697	95.71	571	0.01	329	0.01	21866	0.43	195045	3.84
Protists_1k	5085508	4521814	88.91	28839	0.57	58941	1.16	12873	0.25	463041	9.11
Viruses	5085508	4844668	95.26	360	0.01	84	0.00	21372	0.42	219024	4.31
Fungi_RefSeq_release	5085508	4656368	91.56	5173	0.10	1119	0.02	40023	0.79	382825	7.53
Coral	5085508	4823599	94.85	936	0.02	242	0.00	35891	0.71	224840	4.42
Bird	5085508	4756099	93.52	3773	0.07	599	0.01	43538	0.86	281499	5.54
Plant	5085508	4756153	93.51	1462	0.03	310	0.01	32820	0.65	294763	5.80

%Hit_no_genomes: 88.10
