pos	3pG>A
1	0.0323312120547144
2	0.0292928296676201
3	0.0194788330014717
4	0.0157958687727825
5	0.0138319183439855
6	0.0169866318222937
7	0.0172645309802417
8	0.015459028831563
9	0.0187430063409176
10	0.014953643704516
11	0.0143310657596372
12	0.0152976080103838
13	0.0153474095432983
14	0.016562559151997
15	0.0156060181291468
16	0.0154268408101457
17	0.0140845070422535
18	0.0138570336391437
19	0.0145522388059701
20	0.0126170904224814
21	0.0136376550809736
22	0.0150468439481404
23	0.0145368171021378
24	0.0138457191296977
25	0.0152076798783386
