Sequence_Name	Extraction_ID
CvA1001402F	Cvi-APal_014-Ex1-2F-lcwgs-1-2
CvA1000401D	Cvi-APal_004-Ex1-1D-lcwgs-1-2
CvA1003505B	Cvi-APal_035-Ex1-5B-lcwgs-1-2
CvA1002403G	Cvi-APal_024-Ex1-3G-lcwgs-1-2
CvA1002804C	Cvi-APal_028-Ex1-4C-lcwgs-1-2
CvA1000501E	Cvi-APal_005-Ex1-1E-lcwgs-1-2
CvA1002303F	Cvi-APal_023-Ex1-3F-lcwgs-1-2
CvA1004005G	Cvi-APal_040-Ex1-5G-lcwgs-1-2
CvA1001602H	Cvi-APal_016-Ex1-2H-lcwgs-1-2
CvA1002704B	Cvi-APal_027-Ex1-4B-lcwgs-1-2
CvA1001302E	Cvi-APal_013-Ex1-2E-lcwgs-1-2
CvA1003104F	Cvi-APal_031-Ex1-4F-lcwgs-1-2
CvA1001903B	Cvi-APal_019-Ex1-3B-lcwgs-1-2
CvA1000301C	Cvi-APal_003-Ex1-1C-lcwgs-1-2
CvA1001704D	Cvi-APal_017-Ex2-4D-lcwgs-1-2
CvA1002203E	Cvi-APal_022-Ex1-3E-lcwgs-1-2
CvA1002003C	Cvi-APal_020-Ex1-3C-lcwgs-1-2
CvA1001202D	Cvi-APal_012-Ex1-2D-lcwgs-1-2
CvA1000201B	Cvi-APal_002-Ex1-1B-lcwgs-1-2
CvA1003304H	Cvi-APal_033-Ex1-4H-lcwgs-1-2
CvA1002604A	Cvi-APal_026-Ex1-4A-lcwgs-1-2
CvA1002103D	Cvi-APal_021-Ex1-3D-lcwgs-1-2
CvA1003805E	Cvi-APal_038-Ex1-5E-lcwgs-1-2
CvA1002905H	Cvi-APal_029-Ex1-5H-lcwgs-1-2
CvA1003905F	Cvi-APal_039-Ex1-5F-lcwgs-1-2
CvA1001803A	Cvi-APal_018-Ex1-3A-lcwgs-1-2
CvA1001002B	Cvi-APal_010-Ex1-2B-lcwgs-1-2
CvA1001502G	Cvi-APal_015-Ex1-2G-lcwgs-1-2
CvA1000601F	Cvi-APal_006-Ex1-1F-lcwgs-1-2
CvA1003004E	Cvi-APal_030-Ex1-4E-lcwgs-1-2
CvA1000801H	Cvi-APal_008-Ex1-1H-lcwgs-1-2
CvA1003705D	Cvi-APal_037-Ex1-5D-lcwgs-1-2
CvA1003204G	Cvi-APal_032-Ex1-4G-lcwgs-1-2
CvA1001102C	Cvi-APal_011-Ex1-2C-lcwgs-1-2
CvA1003405A	Cvi-APal_034-Ex1-5A-lcwgs-1-2
CvA1003605C	Cvi-APal_036-Ex1-5C-lcwgs-1-2
CvA1000902A	Cvi-APal_009-Ex1-2A-lcwgs-1-2
CvA1000701G	Cvi-APal_007-Ex1-1G-lcwgs-1-2
CvA1002503H	Cvi-APal_025-Ex1-3H-lcwgs-1-2
CvA1000101A	Cvi-APal_001-Ex1-1A-lcwgs-1-2
CvC0102904A	Cvi-CPal_029-Ex1-4A-lcwgs-1-2
CvC0104906A	Cvi-CPal_049-Ex1-6A-lcwgs-1-2
CvC0104105A	Cvi-CPal_041-Ex1-5A-lcwgs-1-2
CvC0104505E	Cvi-CPal_045-Ex1-5E-lcwgs-1-2
CvC0105707A	Cvi-CPal_057-Ex1-7A-lcwgs-1-2
CvC0107201A	Cvi-CPal_072-Ex1-1A-lcwgs-1-2
CvC0103104C	Cvi-CPal_031-Ex1-4C-lcwgs-1-2
CvC0100101D	Cvi-CPal_001-Ex1-1D-lcwgs-1-2
CvC0106207F	Cvi-CPal_062-Ex1-7F-lcwgs-1-2
CvC0105006B	Cvi-CPal_050-Ex1-6B-lcwgs-1-2
CvC0106107E	Cvi-CPal_061-Ex1-7E-lcwgs-1-2
CvC0106007D	Cvi-CPal_060-Ex1-7D-lcwgs-1-2
CvC0106908E	Cvi-CPal_069-Ex1-8E-lcwgs-1-2
CvC0105606H	Cvi-CPal_056-Ex1-6H-lcwgs-1-2
CvC0105907C	Cvi-CPal_059-Ex1-7C-lcwgs-1-2
CvC0106508A	Cvi-CPal_065-Ex1-8A-lcwgs-1-2
CvC0109301C	Cvi-CPal_093-Ex1-1C-lcwgs-1-2
CvC0106307G	Cvi-CPal_063-Ex1-7G-lcwgs-1-2
CvC0105807B	Cvi-CPal_058-Ex1-7B-lcwgs-1-2
CvC0102203F	Cvi-CPal_022-Ex1-3F-lcwgs-1-2
CvC0105406F	Cvi-CPal_054-Ex1-6F-lcwgs-1-2
CvC0100902C	Cvi-CPal_009-Ex1-2C-lcwgs-1-2
CvC0103004B	Cvi-CPal_030-Ex1-4B-lcwgs-1-2
CvC0105106C	Cvi-CPal_051-Ex1-6C-lcwgs-1-2
CvC0108701B	Cvi-CPal_087-Ex1-1B-lcwgs-1-2
CvC0100201E	Cvi-CPal_002-Ex1-1E-lcwgs-1-2
CvC0101703A	Cvi-CPal_017-Ex1-3A-lcwgs-1-2
CvC0105206D	Cvi-CPal_052-Ex1-6D-lcwgs-1-2
CvC0101402F	Cvi-CPal_014-Ex1-2F-lcwgs-1-2
CvC0104405D	Cvi-CPal_044-Ex1-5D-lcwgs-1-2
CvC0106608B	Cvi-CPal_066-Ex1-8B-lcwgs-1-2
CvC0100501H	Cvi-CPal_005-Ex1-1H-lcwgs-1-2
CvC0103204D	Cvi-CPal_032-Ex1-4D-lcwgs-1-2
CvC0100802B	Cvi-CPal_008-Ex1-2B-lcwgs-1-2
CvC0104205B	Cvi-CPal_042-Ex1-5B-lcwgs-1-2
CvC0103304E	Cvi-CPal_033-Ex1-4E-lcwgs-1-2
CvC0104305C	Cvi-CPal_043-Ex1-5C-lcwgs-1-2
CvC0100602A	Cvi-CPal_006-Ex1-2A-lcwgs-1-2
CvC0105306E	Cvi-CPal_053-Ex1-6E-lcwgs-1-2
CvC0106708C	Cvi-CPal_067-Ex1-8C-lcwgs-1-2
CvC0102003D	Cvi-CPal_020-Ex1-3D-lcwgs-1-2
CvC0100301F	Cvi-CPal_003-Ex1-1F-lcwgs-1-2
CvC0100401G	Cvi-CPal_004-Ex1-1G-lcwgs-1-2
CvC0105506G	Cvi-CPal_055-Ex1-6G-lcwgs-1-2
CvC0107908H	Cvi-CPal_079-Ex1-8H-lcwgs-1-2
CvC0106407H	Cvi-CPal_064-Ex1-7H-lcwgs-1-2
CvC0101602H	Cvi-CPal_016-Ex1-2H-lcwgs-1-2
CvC0107008F	Cvi-CPal_070-Ex1-8F-lcwgs-1-2
