pos	5pC>T
1	0.025520156046814
2	0.0303030303030303
3	0.0168726701981558
4	0.0148471615720524
5	0.0171906808414386
6	0.0161953106115543
7	0.0154984964145269
8	0.0164618086040386
9	0.018977450323733
10	0.0194898941289702
11	0.0127374784110535
12	0.0143042912873862
13	0.0165125495376486
14	0.0157657657657658
15	0.018598615916955
16	0.0132814288985574
17	0.0156896927435171
18	0.0147125396106836
19	0.0150697255960414
20	0.0111209964412811
21	0.0152091254752852
22	0.014780498566071
23	0.0155357550833905
24	0.01481650330522
25	0.0141604855023601
