pos	5pC>T
1	0.0266417387240009
2	0.0303425388171151
3	0.0200701480904131
4	0.0149203874846899
5	0.0139805390895873
6	0.0207910144581193
7	0.0188440767551419
8	0.0149321266968326
9	0.0164595596250273
10	0.0140515222482436
11	0.0167878528656972
12	0.015114160145782
13	0.0131550571490188
14	0.0156963152621619
15	0.0150087642418931
16	0.0158323112944587
17	0.0174272955015793
18	0.0150780829294561
19	0.0141322781232335
20	0.0134205856255546
21	0.0135031287737403
22	0.0144502144953714
23	0.0161645040686167
24	0.0137371917576849
25	0.0154155495978552
